,Unnamed: 0,BRAND,CATEGORY,A ending?,"Plosive ending? (p,b,t,d,k,g)","Sonorant ending? (m,n,ng,l,r)","Fricative ending? (f,v,th,s,z,sh,ch,dge)","1st letter fricative? (f,v,th,s,z,sh,ch,j)","Total # of sonorants (m,n,l,r,w,y)","Total # of vowels (a, e, i, o, u)","1st letter plosive? (p,b,t,d,k,g)","Total # of plosives  (p,b,t,d,k,g)","VowelEnding? (a, e, i, o, u,y)",# of letters,"# of fricatives (f,v,th,s,z,sh,ch,j)","1st letter vowel? (a, e, i, o, u)","1st letter sonorant? (m,n,l,r,w,y)",Front Vowels,Back Vowels
2201,27147,sunrise,H339 Household Paper Products: Comb & NEC,0,0,0,0,1,2,3,0,0,1,7,2,0,0,2,1
1688,24589,sunup,F611 Regular Beer & Ale,0,1,0,0,1,1,2,0,1,0,5,1,0,0,0,2
1501,23876,sunvella,F122 Cooking Oils,1,0,0,0,1,3,3,0,0,1,8,2,0,0,1,1
1381,23450,superbeets,D543 Nutritional Supplements,0,0,0,1,1,1,4,0,3,0,10,2,0,0,2,1
206,898,superfeet,A311 Womens Shoes & Boots,0,1,0,0,1,1,4,0,2,0,9,2,0,0,2,1
727,15826,supermicro,B511 Desktop Computers,0,0,0,0,1,3,4,0,1,1,10,1,0,0,2,2
136,624,supermodels,A141 Sportswear & Athleticwear,0,0,0,1,1,3,4,0,2,0,11,2,0,0,2,2
1143,22388,supersmile,D211 Toothpaste & Whiteners,0,0,0,0,1,3,4,0,1,1,10,2,0,0,3,1
251,1260,supra,A321 Sneakers,1,0,0,0,1,1,2,0,1,1,5,1,0,0,0,1
2154,26985,surefit,H142 Bedding & Linens,0,1,0,0,1,1,3,0,1,0,7,2,0,0,2,1
1964,26427,surprizamals,G541 Stuffed Toys,0,0,0,1,1,4,4,0,1,0,12,3,0,0,1,1
914,20265,surveycompare,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,1,4,5,0,1,1,13,2,0,0,2,2
915,20267,surveyvitals,"B651 Advertising, Marketing & Printing Svcs",0,0,0,1,1,3,4,0,1,0,12,4,0,0,2,1
2155,26986,surya,H142 Bedding & Linens,1,0,0,0,1,2,2,0,0,1,5,1,0,0,0,1
372,2445,svm,B111 Credit Cards,0,0,1,0,1,1,0,0,0,0,3,2,0,0,0,0
2313,27527,swann,H625 Security & Fire Safety Systems,0,0,1,0,1,3,1,0,0,0,5,1,0,0,0,0
1148,22414,sweatblock,D269 Deodorants & Antiperspirants General Promotion,0,1,0,0,1,2,3,0,3,0,10,1,0,0,1,1
1465,23783,sweetleaf,F113 Artificial Sweeteners,0,0,0,1,1,2,4,0,1,0,9,2,0,0,2,0
1466,23791,swerve,F113 Artificial Sweeteners,0,0,0,0,1,2,2,0,0,1,6,2,0,0,2,0
1945,26328,swivl,G511 Elec & Video Games & Sftwr (Excl PC&Net),0,0,1,0,1,2,1,0,0,0,5,2,0,0,1,0
1002,20825,symbology,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,1,4,2,0,2,1,9,1,0,0,1,2
412,3084,symm,B122 Investment Products & Services (Excluding Retirement),0,0,1,0,1,3,0,0,0,0,4,1,0,0,0,0
916,20279,synacor,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,1,3,2,0,0,0,7,1,0,0,0,1
2456,34482,syracuse,V365 Sporting Goods Stores,0,0,0,0,1,2,3,0,0,1,8,2,0,0,1,1
2156,26989,tablecloth,H142 Bedding & Linens,0,0,0,1,0,2,3,1,3,0,10,1,0,0,1,1
137,625,tailorbyrd,A141 Sportswear & Athleticwear,0,1,0,0,0,4,3,1,3,0,10,0,0,0,1,1
2157,26990,talalay,H142 Bedding & Linens,0,0,0,0,0,3,3,1,1,1,7,0,0,0,1,0
1549,24003,talenti,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,0,0,2,3,1,2,1,7,0,0,0,2,0
2077,26777,talley,H122 Mattresses & Box Springs,0,0,0,0,0,3,2,1,1,1,6,0,0,0,2,0
804,17028,tampico,"B641 TV Networks, Stations & Production Cos",0,0,0,0,0,1,3,1,2,1,7,0,0,0,1,1
2078,26778,tanda,H122 Mattresses & Box Springs,1,0,0,0,0,1,2,1,2,1,5,0,0,0,0,0
1550,24004,tandem,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,1,0,0,2,2,1,2,0,6,0,0,0,1,0
917,20293,tapad,"B651 Advertising, Marketing & Printing Svcs",0,1,0,0,0,0,2,1,3,0,5,0,0,0,0,0
2350,27637,tapplock,H625 Security & Fire Safety Systems,0,1,0,0,0,1,2,1,4,0,8,0,0,0,0,1
918,20295,taradel,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,0,2,3,1,2,0,7,0,0,0,1,0
2314,27530,taser,H625 Security & Fire Safety Systems,0,0,1,0,0,1,2,1,1,0,5,1,0,0,1,0
919,20298,tastyplacement,"B651 Advertising, Marketing & Printing Svcs",0,1,0,0,0,4,4,1,4,0,14,1,0,0,2,0
2418,27988,tauck,T412 Cruise Ship Travel,0,1,0,0,0,0,2,1,2,0,5,0,0,0,0,1
647,9053,tdsnet,B225 Internet Service Providers (ISP),0,1,0,0,0,1,1,1,3,0,6,1,0,0,1,0
1033,21712,teamhealth,B913 Employment Agencies,0,0,0,1,0,2,4,1,2,0,10,1,0,0,2,0
1455,23752,teaza,D543 Nutritional Supplements,1,0,0,0,0,0,3,1,1,1,5,1,0,0,1,0
1689,24592,tecate,F611 Regular Beer & Ale,0,0,0,0,0,0,3,1,2,1,6,0,0,0,2,0
207,900,tecovas,A311 Womens Shoes & Boots,0,0,0,1,0,0,3,1,1,0,7,2,0,0,1,1
963,20707,teknion,B721 Office Furniture & Accessories,0,0,1,0,0,2,3,1,2,0,7,0,0,0,2,1
1034,21713,teksystems,B913 Employment Agencies,0,0,0,1,0,2,2,1,3,0,10,3,0,0,2,0
2315,27532,telaid,H625 Security & Fire Safety Systems,0,1,0,0,0,1,3,1,2,0,6,0,0,0,2,0
648,9054,telcel,B225 Internet Service Providers (ISP),0,0,1,0,0,2,2,1,1,0,6,0,0,0,2,0
1748,24961,teledyne,G141 Cameras (Excl Video),0,0,0,0,0,3,3,1,2,1,8,0,0,0,3,0
805,17030,telemetro,"B641 TV Networks, Stations & Production Cos",0,0,0,0,0,3,4,1,2,1,9,0,0,0,3,1
806,17031,telemundo,"B641 TV Networks, Stations & Production Cos",0,0,0,0,0,3,4,1,2,1,9,0,0,0,2,2
2316,27533,telguard,H625 Security & Fire Safety Systems,0,1,0,0,0,2,3,1,3,0,8,0,0,0,1,1
649,9055,telitec,B225 Internet Service Providers (ISP),0,0,0,0,0,1,3,1,2,0,7,0,0,0,3,0
1946,26331,telltale,G511 Elec & Video Games & Sftwr (Excl PC&Net),0,0,0,0,0,3,3,1,2,1,8,0,0,0,2,0
650,9056,telmex,B225 Internet Service Providers (ISP),0,0,0,0,0,2,2,1,1,0,6,0,0,0,2,0
1003,20826,tempe,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,0,1,2,1,2,1,5,0,0,0,2,0
2184,27072,tenergy,H310 Household Batteries,0,0,0,0,0,3,2,1,2,1,7,0,0,0,3,0
1382,23461,testofx,D543 Nutritional Supplements,0,0,0,0,0,0,2,1,2,0,7,2,0,0,1,1
1383,23462,testogen,D543 Nutritional Supplements,0,0,1,0,0,1,3,1,3,0,8,1,0,0,2,1
208,901,testoni,A311 Womens Shoes & Boots,0,0,0,0,0,1,3,1,2,1,7,1,0,0,2,1
1384,23464,testrovax,D543 Nutritional Supplements,0,0,0,0,0,1,3,1,2,0,9,2,0,0,1,1
2158,26992,textrade,H142 Bedding & Linens,0,0,0,0,0,1,3,1,3,1,8,0,0,0,2,0
2017,26605,thermoserv,"H111 Dinnerware, Glassware & Pottery",0,0,0,1,1,3,3,1,1,0,10,3,0,0,2,1
535,6286,thesmartdollar,B124 Loan/Credit Products & Services (Consumer),0,0,1,0,1,5,4,1,3,0,14,2,0,0,1,1
440,3491,thinkorswim,B122 Investment Products & Services (Excluding Retirement),0,0,1,0,1,4,3,1,2,0,11,2,0,0,2,1
1200,22623,thinkthin,D543 Nutritional Supplements,0,0,1,0,1,2,2,1,3,0,9,2,0,0,2,0
62,221,thor,A141 Sportswear & Athleticwear,0,0,1,0,1,1,1,1,1,0,4,1,0,0,0,1
138,627,threds,A141 Sportswear & Athleticwear,0,0,0,1,1,1,1,1,2,0,6,2,0,0,1,0
1947,26339,thrustmaster,G511 Elec & Video Games & Sftwr (Excl PC&Net),0,0,1,0,1,3,3,1,3,0,12,3,0,0,1,1
1385,23468,thryve,D543 Nutritional Supplements,0,0,0,0,1,2,1,1,1,1,6,2,0,0,1,0
429,3318,tiaa,B122 Investment Products & Services (Excluding Retirement),1,0,0,0,0,0,3,1,1,1,4,0,0,0,1,0
297,1458,tiffany,A411 Handbags,0,0,0,0,0,2,2,1,1,1,7,2,0,0,2,0
2389,27793,tiffin,"T139 Vehicles, Sales & Leasing: Comb Copy&NEC",0,0,1,0,0,1,2,1,1,0,6,2,0,0,2,0
807,17059,tigre,"B641 TV Networks, Stations & Production Cos",0,0,0,0,0,1,2,1,2,1,5,0,0,0,2,0
1551,24005,tillamook,"F313 Ice Cream, Frozen Novelties & Sherbet",0,1,0,0,0,3,4,1,2,0,9,0,0,0,1,1
2317,27539,timelox,H625 Security & Fire Safety Systems,0,0,0,0,0,2,3,1,1,0,7,0,0,0,2,1
1813,25490,tippins,G323 Casual Dining Restaurants,0,0,0,1,0,1,2,1,3,0,7,1,0,0,2,0
2318,27540,tiresocks,H625 Security & Fire Safety Systems,0,0,0,1,0,1,3,1,2,0,9,2,0,0,2,1
589,8649,titlemax,B124 Loan/Credit Products & Services (Consumer),0,0,0,0,0,2,3,1,2,0,8,0,0,0,2,0
1035,21719,tmc,B913 Employment Agencies,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0
808,17060,tmz,"B641 TV Networks, Stations & Production Cos",0,0,0,1,0,1,0,1,1,0,3,1,0,0,0,0
536,6292,tnbank,B124 Loan/Credit Products & Services (Consumer),0,1,0,0,0,2,1,1,3,0,6,0,0,0,0,0
2319,27542,tncs,H625 Security & Fire Safety Systems,0,0,0,1,0,1,0,1,1,0,4,1,0,0,0,0
2351,27639,toc,H625 Security & Fire Safety Systems,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,1
209,904,tods,A311 Womens Shoes & Boots,0,0,0,1,0,0,1,1,2,0,4,1,0,0,0,1
920,20350,toluna,"B651 Advertising, Marketing & Printing Svcs",1,0,0,0,0,2,3,1,1,1,6,0,0,0,0,2
1874,25918,tombob,G411 Fishing Tackle & Equipment,0,1,0,0,0,1,2,1,3,0,6,0,0,0,0,2
441,3496,topsteptrader,B122 Investment Products & Services (Excluding Retirement),0,0,1,0,0,2,4,1,6,0,13,1,0,0,2,1
2221,27210,tornatech,H625 Security & Fire Safety Systems,0,0,0,1,0,2,3,1,2,0,9,1,0,0,1,1
1654,24403,tostitos,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,0,1,0,0,3,1,3,0,8,2,0,0,1,2
2442,31959,toymasters,V363 Toy Stores,0,0,0,1,0,3,3,1,2,0,10,2,0,0,1,1
651,9062,tpg,B225 Internet Service Providers (ISP),0,1,0,0,0,0,0,1,3,0,3,0,0,0,0,0
2320,27544,trademasters,H625 Security & Fire Safety Systems,0,0,0,1,0,3,4,1,3,0,12,2,0,0,2,0
442,3500,trademonster,B122 Investment Products & Services (Excluding Retirement),0,0,1,0,0,4,4,1,3,0,12,1,0,0,2,1
443,3501,tradepmr,B122 Investment Products & Services (Excluding Retirement),0,0,1,0,0,3,2,1,3,0,8,0,0,0,1,0
444,3506,tradeweb,B122 Investment Products & Services (Excluding Retirement),0,1,0,0,0,2,3,1,3,0,8,0,0,0,2,0
445,3509,tradovate,B122 Investment Products & Services (Excluding Retirement),0,0,0,0,0,1,4,1,3,1,9,1,0,0,1,1
2390,27797,traillite,"T139 Vehicles, Sales & Leasing: Comb Copy&NEC",0,0,0,0,0,3,4,1,2,1,9,0,0,0,3,0
413,3113,transamerica,B122 Investment Products & Services (Excluding Retirement),1,0,0,0,0,4,5,1,1,1,12,1,0,0,2,0
471,4135,transunion,B122 Investment Products & Services (Excluding Retirement),0,0,1,0,0,4,4,1,1,0,10,1,0,0,1,2
715,15613,travelers,B430 Insurance Agencies & Brokers,0,0,0,1,0,3,3,1,1,0,9,2,0,0,2,0
2429,29669,travelworld,T421 Travel Services,0,1,0,0,0,5,3,1,2,0,11,1,0,0,1,1
2321,27545,triconex,H625 Security & Fire Safety Systems,0,0,0,0,0,2,3,1,1,0,8,0,0,0,2,1
2322,27546,trinity,H625 Security & Fire Safety Systems,0,0,0,0,0,3,2,1,2,1,7,0,0,0,3,0
1602,24191,triscuit,F343 Cookies & Crackers,0,1,0,0,0,1,3,1,2,0,8,1,0,0,2,1
1690,24597,troegs,F611 Regular Beer & Ale,0,0,0,1,0,1,2,1,2,0,6,1,0,0,1,1
210,908,troentorp,A311 Womens Shoes & Boots,0,1,0,0,0,3,3,1,3,0,9,0,0,0,1,2
921,20398,trojanlitho,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,0,3,4,1,2,1,11,2,0,0,1,2
1875,25919,trokar,G411 Fishing Tackle & Equipment,0,0,1,0,0,2,2,1,2,0,6,0,0,0,0,1
1552,24006,tropilicious,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,1,0,2,6,1,2,0,12,1,0,0,3,2
1655,24405,tru,"F539 Chips, Nuts, Popcorn & Pretzels General Promotion",0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,1
716,15624,trubridge,B430 Insurance Agencies & Brokers,0,0,0,1,0,2,3,1,4,1,9,0,0,0,2,1
338,1591,truedark,A430 Sunglasses,0,1,0,0,0,2,3,1,3,0,8,0,0,0,1,1
1741,24927,truelook,G141 Cameras (Excl Video),0,1,0,0,0,2,4,1,2,0,8,0,0,0,1,2
1386,23475,truflow,D543 Nutritional Supplements,0,0,0,0,0,3,2,1,1,0,7,1,0,0,0,2
1467,23792,truvia,F113 Artificial Sweeteners,1,0,0,0,0,1,3,1,1,1,6,1,0,0,1,1
1814,25497,tucanos,G323 Casual Dining Restaurants,0,0,0,1,0,1,3,1,1,0,7,1,0,0,0,2
139,635,tucker,A141 Sportswear & Athleticwear,0,0,1,0,0,1,2,1,2,0,6,0,0,0,1,1
1094,22015,tula,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1,0,0,0,0,1,2,1,1,1,4,0,0,0,0,1
2079,26787,tulo,H122 Mattresses & Box Springs,0,0,0,0,0,1,2,1,1,1,4,0,0,0,0,2
299,1464,tumi,A411 Handbags,0,0,0,0,0,1,2,1,1,1,4,0,0,0,1,1
1502,23879,tunisian,F122 Cooking Oils,0,0,1,0,0,2,4,1,1,0,8,1,0,0,2,1
1456,23756,turmeric,D543 Nutritional Supplements,0,0,0,0,0,3,3,1,1,0,8,0,0,0,2,1
211,909,twigy,A311 Womens Shoes & Boots,0,0,0,0,0,2,1,1,2,1,5,0,0,0,2,0
2419,27995,twilight,T412 Cruise Ship Travel,0,1,0,0,0,2,2,1,3,0,8,0,0,0,2,0
1173,22528,tylenol,D511 Pain Remedies,0,0,1,0,0,4,2,1,1,0,7,0,0,0,1,1
1955,26403,ubisoft,G511 Elec & Video Games & Sftwr (Excl PC&Net),0,1,0,0,0,0,3,0,2,0,7,2,1,0,1,2
537,6319,uif,B124 Loan/Credit Products & Services (Consumer),0,0,0,1,0,0,2,0,0,0,3,1,1,0,1,1
1876,25922,ukko,G411 Fishing Tackle & Equipment,0,0,0,0,0,0,2,0,2,1,4,0,1,0,0,2
741,15914,ultimaker,B521 Printers & Printing Accessories,0,0,1,0,0,3,4,0,2,0,9,0,1,0,2,1
2430,29703,umbria,T421 Travel Services,1,0,0,0,0,2,3,0,1,1,6,0,1,0,1,1
1149,22415,unilever,D269 Deodorants & Antiperspirants General Promotion,0,0,1,0,0,3,4,0,0,0,8,1,1,0,3,1
2173,27041,unimac,H213 Laundry Equipment,0,0,0,0,0,2,3,0,0,0,6,0,1,0,1,1
809,17075,unimas,"B641 TV Networks, Stations & Production Cos",0,0,0,1,0,2,3,0,0,0,6,1,1,0,1,1
505,4792,unionbanc,B122 Investment Products & Services (Excluding Retirement),0,0,0,0,0,3,4,0,1,0,9,0,1,0,1,2
358,2161,unionpay,B111 Credit Cards,0,0,0,0,0,3,4,0,1,1,8,0,1,0,2,2
544,7288,unison,B124 Loan/Credit Products & Services (Consumer),0,0,1,0,0,2,3,0,0,0,6,1,1,0,1,2
370,2433,univision,B111 Credit Cards,0,0,1,0,0,2,5,0,0,0,9,2,1,0,3,2
1387,23483,unjury,D543 Nutritional Supplements,0,0,0,0,0,3,2,0,0,1,6,1,1,0,1,2
652,9065,unlimitedville,B225 Internet Service Providers (ISP),0,0,0,0,0,5,6,0,2,1,14,1,1,0,5,1
140,654,untuckit,A141 Sportswear & Athleticwear,0,1,0,0,0,1,3,0,3,0,8,0,1,0,1,2
1112,22169,uomo,"D181 Women's Scents, Fragrances, Perfumes",0,0,0,0,0,1,3,0,0,1,4,0,1,0,0,3
430,3322,upromise,B122 Investment Products & Services (Excluding Retirement),0,0,0,0,0,2,4,0,1,1,8,1,1,0,2,2
566,7731,upstart,B124 Loan/Credit Products & Services (Consumer),0,1,0,0,0,1,2,0,3,0,7,1,1,0,0,1
2080,26790,urbannest,H122 Mattresses & Box Springs,0,1,0,0,0,3,3,0,2,0,9,1,1,0,1,1
1388,23484,urinozinc,D543 Nutritional Supplements,0,0,0,0,0,3,4,0,0,0,9,1,1,0,2,2
472,4147,usaa,B122 Investment Products & Services (Excluding Retirement),1,0,0,0,0,0,3,0,0,1,4,1,1,0,0,1
1036,21758,usajobs,B913 Employment Agencies,0,0,0,1,0,0,3,0,1,0,7,3,1,0,0,2
1389,23486,usana,D543 Nutritional Supplements,1,0,0,0,0,1,3,0,0,1,5,1,1,0,0,1
414,3118,uscf,B122 Investment Products & Services (Excluding Retirement),0,0,0,1,0,0,1,0,0,0,4,2,1,0,0,1
1390,23489,usp,D543 Nutritional Supplements,0,1,0,0,0,0,1,0,1,0,3,1,1,0,0,1
1037,21761,usps,B913 Employment Agencies,0,0,0,1,0,0,1,0,1,0,4,2,1,0,0,1
653,9067,utopia,B225 Internet Service Providers (ISP),1,0,0,0,0,0,4,0,2,1,6,0,1,0,1,2
141,658,valentino,A141 Sportswear & Athleticwear,0,0,0,0,1,3,4,0,1,1,9,1,0,0,2,1
2018,26607,valletta,"H111 Dinnerware, Glassware & Pottery",1,0,0,0,1,2,3,0,2,1,8,1,0,0,1,0
815,17436,valleypbs,"B641 TV Networks, Stations & Production Cos",0,0,0,1,1,3,2,0,2,0,9,2,0,0,1,0
2371,27732,valspar,H631 Paint,0,0,1,0,1,2,2,0,1,0,7,2,0,0,0,0
2019,26608,vandor,"H111 Dinnerware, Glassware & Pottery",0,0,1,0,1,2,2,0,1,0,6,1,0,0,0,1
415,3128,vanguard,B122 Investment Products & Services (Excluding Retirement),0,1,0,0,1,2,3,0,2,0,8,1,0,0,0,1
63,245,vans,A141 Sportswear & Athleticwear,0,0,0,1,1,1,1,0,0,0,4,2,0,0,0,0
964,20711,varidesk,B721 Office Furniture & Accessories,0,1,0,0,1,1,3,0,2,0,8,2,0,0,2,0
1038,21766,varietycareers,B913 Employment Agencies,0,0,0,1,1,4,6,0,1,0,14,2,0,0,2,0
64,247,varsity,A141 Sportswear & Athleticwear,0,0,0,0,1,2,2,0,1,1,7,2,0,0,2,0
1095,22016,vaseline,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,1,2,4,0,0,1,8,2,0,0,3,0
253,1295,vasque,A321 Sneakers,0,0,0,0,1,0,3,0,0,1,6,2,0,0,1,1
1603,24195,vea,F343 Cookies & Crackers,1,0,0,0,1,0,2,0,0,1,3,1,0,0,1,0
972,20728,vectorstock,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,1,0,0,1,1,3,0,3,0,11,2,0,0,1,2
1457,23759,vega,D543 Nutritional Supplements,1,0,0,0,1,0,2,0,1,1,4,1,0,0,1,0
1391,23492,vegansmart,D543 Nutritional Supplements,0,1,0,0,1,3,3,0,2,0,10,2,0,0,1,0
1392,23493,velositol,D543 Nutritional Supplements,0,0,1,0,1,2,4,0,1,0,9,2,0,0,2,2
693,12464,veloyouth,"B322 Religious, Charitable & Humanitarian",0,0,0,1,1,2,4,0,1,0,9,2,0,0,1,2
1174,22535,venaton,D511 Pain Remedies,0,0,1,0,1,2,3,0,1,0,7,1,0,0,1,1
1113,22170,venezia,"D181 Women's Scents, Fragrances, Perfumes",1,0,0,0,1,1,4,0,0,1,7,2,0,0,3,0
1567,24056,venice,"F313 Ice Cream, Frozen Novelties & Sherbet",0,0,0,0,1,1,3,0,0,1,6,1,0,0,3,0
340,1594,vense,A430 Sunglasses,0,0,0,0,1,1,2,0,0,1,5,2,0,0,2,0
1393,23494,ventricore,D543 Nutritional Supplements,0,0,0,0,1,3,4,0,1,1,10,1,0,0,3,1
142,660,venus,A141 Sportswear & Athleticwear,0,0,0,1,1,1,2,0,0,0,5,2,0,0,1,1
654,9070,verizon,B225 Internet Service Providers (ISP),0,0,1,0,1,2,3,0,0,0,7,2,0,0,2,1
2081,26791,verlo,H122 Mattresses & Box Springs,0,0,0,0,1,2,2,0,0,1,5,1,0,0,1,1
143,662,versace,A141 Sportswear & Athleticwear,0,0,0,0,1,1,3,0,0,1,7,2,0,0,2,0
773,16333,versaweb,"B541 Web Design, Domain & Hosting Services",0,1,0,0,1,2,3,0,1,0,8,2,0,0,2,0
965,20713,versteel,B721 Office Furniture & Accessories,0,0,1,0,1,2,3,0,1,0,8,2,0,0,2,0
1953,26389,vertagear,G511 Elec & Video Games & Sftwr (Excl PC&Net),0,0,1,0,1,2,4,0,2,0,9,1,0,0,2,0
2020,26612,verterra,"H111 Dinnerware, Glassware & Pottery",1,0,0,0,1,3,3,0,1,1,8,1,0,0,2,0
506,4800,vested,B122 Investment Products & Services (Excluding Retirement),0,1,0,0,1,0,2,0,2,0,6,2,0,0,2,0
507,4801,vestory,B122 Investment Products & Services (Excluding Retirement),0,0,0,0,1,2,2,0,1,1,7,2,0,0,2,1
1878,25925,vexilar,G411 Fishing Tackle & Equipment,0,0,1,0,1,2,3,0,0,0,7,1,0,0,2,0
1394,23496,vht,D543 Nutritional Supplements,0,1,0,0,1,0,0,0,1,0,3,1,0,0,0,0
1395,23498,viagril,D543 Nutritional Supplements,0,0,1,0,1,2,3,0,1,0,7,1,0,0,2,0
2159,27003,vianney,H142 Bedding & Linens,0,0,0,0,1,3,3,0,0,1,7,1,0,0,3,0
655,9074,viasat,B225 Internet Service Providers (ISP),0,1,0,0,1,0,3,0,1,0,6,2,0,0,1,0
1184,22574,vicks,"D529 Cold, Cough, Sinus & Asthma Remdies:Comb & NEC",0,0,0,1,1,0,1,0,1,0,5,2,0,0,1,0
2323,27550,vicon,H625 Security & Fire Safety Systems,0,0,1,0,1,1,2,0,0,0,5,1,0,0,1,1
922,20472,vicspan,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,1,1,2,0,1,0,7,2,0,0,1,0
1691,24602,victoria,F611 Regular Beer & Ale,1,0,0,0,1,1,4,0,1,1,8,1,0,0,2,1
923,20474,videa,"B651 Advertising, Marketing & Printing Svcs",1,0,0,0,1,0,3,0,1,1,5,1,0,0,2,0
752,15947,videojet,B521 Printers & Printing Accessories,0,1,0,0,1,0,4,0,2,0,8,2,0,0,3,1
924,20476,videology,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,1,2,4,0,2,1,9,1,0,0,3,2
2021,26613,vietri,"H111 Dinnerware, Glassware & Pottery",0,0,0,0,1,1,3,0,1,1,6,1,0,0,2,0
925,20478,viewfruit,"B651 Advertising, Marketing & Printing Svcs",0,1,0,0,1,2,4,0,1,0,9,2,0,0,2,1
591,8832,viewqwest,B225 Internet Service Providers (ISP),0,1,0,0,1,2,3,0,1,0,9,2,0,0,2,0
1396,23499,vigfx,D543 Nutritional Supplements,0,0,0,0,1,0,1,0,1,0,5,2,0,0,1,0
144,663,vince,A141 Sportswear & Athleticwear,0,0,0,0,1,1,2,0,0,1,5,1,0,0,2,0
1397,23500,vinomega,D543 Nutritional Supplements,1,0,0,0,1,2,4,0,1,1,8,1,0,0,2,1
213,923,vionic,A311 Womens Shoes & Boots,0,0,0,0,1,1,3,0,0,0,6,1,0,0,2,1
759,16142,virb,"B541 Web Design, Domain & Hosting Services",0,1,0,0,1,1,1,0,1,0,4,1,0,0,1,0
1398,23503,virilityex,D543 Nutritional Supplements,0,0,0,0,1,3,4,0,1,0,10,1,0,0,4,0
359,2201,visa,B111 Credit Cards,1,0,0,0,1,0,2,0,0,1,4,2,0,0,1,0
2082,26792,vispring,H122 Mattresses & Box Springs,0,1,1,0,1,2,2,0,2,0,8,2,0,0,2,0
2195,27119,visstun,H339 Household Paper Products: Comb & NEC,0,0,1,0,1,1,2,0,1,0,7,3,0,0,1,1
2431,29767,vistajet,T421 Travel Services,0,1,0,0,1,0,3,0,2,0,8,3,0,0,2,0
1399,23504,vitadone,D543 Nutritional Supplements,0,0,0,0,1,1,4,0,2,1,8,1,0,0,2,1
1400,23505,vitafusion,D543 Nutritional Supplements,0,0,1,0,1,1,5,0,1,0,10,3,0,0,2,2
1401,23510,vitalbulk,D543 Nutritional Supplements,0,1,0,0,1,2,3,0,3,0,9,1,0,0,1,1
1402,23512,vitalkhai,D543 Nutritional Supplements,0,0,0,0,1,1,4,0,2,1,9,1,0,0,2,0
1403,23513,vitamix,D543 Nutritional Supplements,0,0,0,0,1,1,3,0,1,0,7,1,0,0,2,0
1458,23765,vitastack,D543 Nutritional Supplements,0,1,0,0,1,0,3,0,3,0,9,2,0,0,1,0
683,11202,vivaphysicians,"B322 Religious, Charitable & Humanitarian",0,0,0,1,1,2,5,0,1,0,14,4,0,0,3,0
2324,27553,vivint,H625 Security & Fire Safety Systems,0,1,0,0,1,1,2,0,1,0,6,2,0,0,2,0
1468,23798,vivion,F113 Artificial Sweeteners,0,0,1,0,1,1,3,0,0,0,6,2,0,0,2,1
1739,24924,vivitar,G141 Cameras (Excl Video),0,0,1,0,1,1,3,0,1,0,7,2,0,0,2,0
656,9076,vivo,B225 Internet Service Providers (ISP),0,0,0,0,1,0,2,0,0,1,4,2,0,0,1,1
926,20507,vml,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,1,2,0,0,0,0,3,1,0,0,0,0
341,1596,voca,A430 Sunglasses,1,0,0,0,1,0,2,0,0,1,4,1,0,0,0,1
342,1597,vogue,A430 Sunglasses,0,0,0,0,1,0,3,0,1,1,5,1,0,0,1,2
2083,26793,voila,H122 Mattresses & Box Springs,1,0,0,0,1,1,3,0,0,1,5,1,0,0,1,1
65,250,voler,A141 Sportswear & Athleticwear,0,0,1,0,1,2,2,0,0,0,5,1,0,0,1,1
416,3148,vontobel,B122 Investment Products & Services (Excluding Retirement),0,0,1,0,1,2,3,0,2,0,8,1,0,0,1,2
1588,24132,voortman,F343 Cookies & Crackers,0,0,1,0,1,3,3,0,1,0,8,1,0,0,0,1
657,9077,vtel,B225 Internet Service Providers (ISP),0,0,1,0,1,1,1,0,1,0,4,1,0,0,1,0
66,251,vuori,A141 Sportswear & Athleticwear,0,0,0,0,1,1,3,0,0,1,5,1,0,0,1,2
1692,24604,wachusett,F611 Regular Beer & Ale,0,1,0,0,0,1,3,0,2,0,9,2,0,1,1,1
1815,25507,wahlburgers,G323 Casual Dining Restaurants,0,0,0,1,0,4,3,0,2,0,11,1,0,1,1,1
