,Unnamed: 0,brand,alignment,Word2Vec_alignment,Word2Vec_resid_alignment,Wikipedia_alignment,Wikipedia_resid_alignment,Glove_alignment,Glove_resid_alignment
1266,854.0,smuckers,0.12691692904615162,0.12691692266358803,0.09284980207782587,-0.17284492705451487,-0.024232834750741075,0.030628420061745616,-0.05931182580691938
1267,531.0,mindspace,0.12694279587726026,0.1269427894933959,0.04819679935497631,-0.1475243958416937,-0.03821419325573708,0.022188122223705233,0.04815848082606311
1268,823.0,xylitol,0.1273774550343169,0.12737744862859382,0.10951514118806693,-0.042020066641573185,0.04007647898043667,0.026115176373807867,-0.036744069707978555
1269,1204.0,mikasa,0.12800394940782225,0.12800394297059317,-0.02506805755037038,-0.09494295098981542,-0.02322035015290927,0.09230439664138575,0.01934189963995199
1270,635.0,elemis,0.12852221360965582,0.12852220714636364,0.06526690909856347,-0.057517167903824135,0.09125135587827227,0.0026064500416925138,-0.07945601978034743
1271,949.0,skittles,0.12865297029433853,0.12865296382447067,0.02424974180012079,-0.14162416321988822,-0.007406150074682739,0.04185112135645622,-0.05967680590978689
1273,135.0,jambu,0.12909245334066047,0.12909244684869123,-0.003877100469263862,-0.17450047500465143,-0.056962506859573346,0.07469171865286683,-0.0693150484029235
1274,1192.0,artland,0.12930430783631852,0.1293043013336953,-0.0993536679728763,-0.13936132291088077,-0.04098729548924064,0.0033430425285808016,-0.05308235574140205
1276,756.0,hims,0.1293294127852146,0.12932940628132894,-0.04176840436318656,-0.20642856625327366,-0.19831829156501696,0.044376239482259196,-0.030746441798381652
1277,118.0,birkenstock,0.1293426264560054,0.12934261995145513,0.042968813906250757,-0.1370170478314916,0.02001119024250063,0.055546164296015,-0.10472447612199086
1278,1095.0,berkley,0.12960242897527846,0.12960242245766296,0.20625614890166383,-0.13215584138969214,0.049574816533453595,0.11978328093550482,0.20854586773721434
1280,849.0,jif,0.12994789637011978,0.129947889835131,0.10846378737526251,0.029643091137040358,0.10733292003042591,0.029807272903416088,-0.05021852640605119
1281,970.0,bruz,0.13006832775928912,0.13006832121824394,0.08889400794823961,-0.26087866047353225,0.006619828042932523,-0.026989926088132967,0.01973032760667873
1282,383.0,netizen,0.13033344898704816,0.13033344243267023,0.056692190975173924,-0.12090598160911378,-0.023840302864242192,0.07625483719913244,0.05707366351887569
1283,1200.0,herend,0.13035348656950807,0.13035348001412242,-0.0899433627104874,-0.15383235181033222,-0.06791165413855735,0.07749680740959082,0.017168289612594784
1284,28.0,mika,0.13138412392865034,0.13138411732143473,0.05518716577922579,-0.12714555588997944,-0.08245608419732138,0.18482789047896947,0.10122103994934535
1285,60.0,chaps,0.13152054633663054,0.13152053972255429,0.08308364603994237,-0.1672793814380087,-0.11072597810930511,-0.027238265276868005,-0.04853880505277214
1286,573.0,smead,0.1318065895092484,0.13180658288078723,0.06844964529004452,-0.22309534453032448,-0.11618222992472053,-0.05099339544853806,-0.07221996928225163
1287,642.0,jergens,0.1318673184134703,0.13186731178195504,0.04313967309450839,-0.1229190361231695,0.05204533869762186,0.04704151532010918,-0.04030819098634187
1288,1213.0,portmeirion,0.1319082358453514,0.13190822921177858,-0.005245416644080559,-0.13449848164237357,-0.03241709045867007,0.069625622585855,0.002789078202824348
1289,907.0,sandies,0.13242328707195494,0.1324232804124805,0.03236158354387586,-0.11883307706331497,-0.04451978115397092,0.046971419496855765,-0.05328985135319687
