,Unnamed: 0,brand,alignment,Word2Vec_alignment,Word2Vec_resid_alignment
99,761,instone,-0.05476722775791768,-0.05476722500371212,-0.05760010169792012
100,511,designa,-0.05418882221203149,-0.05418881948691351,-0.11343805613144729
101,331,rabobank,-0.053762587465566974,-0.05376258476188407,-0.04431963764382599
102,1353,garrett,-0.053513004345920975,-0.0535130016547894,-0.11168802179075726
103,1312,saft,-0.053488589677016585,-0.05348858698711284,-0.06643104316251221
104,336,amone,-0.05285755064002343,-0.052857547981854165,-0.019168855851464474
105,51,zoot,-0.05279859313740326,-0.052798590482198954,-0.09560770883851946
106,255,gotham,-0.052735519658326735,-0.05273551700629435,-0.03160924081425062
107,96,rapala,-0.05237339735392038,-0.05237339472009883,-0.08621922873252938
108,1356,hid,-0.05194464286660545,-0.051944640254345656,-0.08691083400969501
109,1142,slick,-0.05180597489190665,-0.051805972286620414,-0.11952082958561713
110,259,icon,-0.0517560510373277,-0.05175604843455213,-0.026557255415880353
111,1170,fanatec,-0.05102147466622968,-0.05102147210039542,-0.05635598211706798
112,238,exxonmobil,-0.05038462017514042,-0.05038461764133313,-0.1179816469508268
113,377,htc,-0.050306153509265136,-0.05030615097940387,-0.016779918587315847
114,1015,miller,-0.050125416377218235,-0.0501254138564461,0.014404981786252487
115,1108,gamakatsu,-0.04991185538108085,-0.04991185287104847,0.06302190419549893
116,1193,baccarat,-0.04953648199207422,-0.049536479500919176,-0.18663300426493223
117,73,gabba,-0.04943567705790383,-0.049435674571818244,-0.0788168197139755
118,1220,valletta,-0.04858279173274646,-0.048582789289551884,-0.15229802306260715
119,150,sporto,-0.047913809083496135,-0.04791380667394422,-0.14808318618710087
120,1152,goalpost,-0.04742443927793394,-0.04742443689299207,0.09900121199294495
121,302,goldmoney,-0.04717332743691738,-0.047173325064603734,-0.032154814489131635
122,1307,duracell,-0.046998828528954886,-0.04699882616541669,-0.06903593252101678
123,103,vince,-0.04698534950122064,-0.046985347138360264,-0.0816582112262885
124,1052,redfish,-0.046981190242738634,-0.04698118788008743,-0.03885593129920357
125,559,bdi,-0.04681553691937517,-0.04681553456505457,-0.09919609667145593
126,1199,gibson,-0.04610600065001519,-0.0461059983313767,-0.17769316398829704
127,1168,wincraft,-0.045728056040506386,-0.04572805374087443,0.11448409284540048
128,366,bos,-0.04518068618679957,-0.045180683914694465,-0.015239521531342837
129,998,yuengling,-0.044636680722220996,-0.044636678477473574,-0.014783462511871983
130,498,unimas,-0.04445863835959354,-0.044458636123799716,-0.060695021645273114
131,974,carlsberg,-0.04400322830300942,-0.04400322609011784,-0.01016180121554391
132,160,kuru,-0.0439458201604464,-0.04394581795044182,-0.021092409107591345
133,780,phillips,-0.0438212374659324,-0.04382123526219308,-0.04138391864878539
134,669,sensu,-0.043705406225181535,-0.04370540402726726,-0.2687434378600715
135,230,prosper,-0.04348787612866649,-0.043487873941691645,-0.12092867496830387
136,537,nielsen,-0.04347630061716433,-0.043476298430771575,-0.0964962939950682
137,247,betashares,-0.043344659637972384,-0.043344657458199785,0.015963148588101286
138,107,aldo,-0.043137910465919485,-0.04313790829654411,-0.12571662962373725
139,731,ascent,-0.04302043341518071,-0.04302043125171321,-0.04752746213455317
140,720,paleo,-0.04283104320799267,-0.04283104105404951,-0.04793681623340404
141,301,forex,-0.04272956304525392,-0.042729560896414116,-0.03082818947213959
142,32,puma,-0.04246150488105236,-0.04246150274569295,-0.11024663582689509
143,338,credible,-0.04232704218446814,-0.04232704005587083,-0.029149984064934735
144,306,stash,-0.042264954517984864,-0.04226495239250988,-0.022187680239704036
145,12,dainese,-0.04171139488690344,-0.04171139278926651,-0.08534474672617687
146,250,cboe,-0.04126298626552155,-0.04126298419043485,-0.028212422563384982
147,1175,telltale,-0.041244091703553656,-0.041244089629417155,-0.048370171036374504
148,591,marel,-0.04076081080079675,-0.04076080875096408,-0.08542183725218119
149,405,viasat,-0.04039887597568469,-0.04039887394405352,-0.02261329333076507
150,234,netspend,-0.04030996308694426,-0.04030996105978445,-0.11980795469081505
151,373,epix,-0.04029449229335437,-0.04029449026697256,-0.021505824154372185
152,273,vanguard,-0.03997618343092689,-0.03997618142055259,-0.021365692213749995
153,356,sunbelt,-0.039950883181298434,-0.03995088117219646,-0.026350657588796678
154,272,uscf,-0.03979696257202248,-0.03979696057066106,-0.022491639994592597
155,1081,perkins,-0.03979529311959268,-0.039795291118315236,-0.023748199099960905
156,344,aig,-0.03938391215944504,-0.03938391017885563,-0.01631491588300177
157,199,costa,-0.039381570944150214,-0.03938156896367859,-0.04208503716323849
158,1001,rogue,-0.03934786578182264,-0.039347863803045995,0.00690171003590679
159,1230,dreamland,-0.03910072324993722,-0.039100721283589206,-0.10577540285462714
160,749,evogen,-0.038723132887196365,-0.03872313093983706,-0.041939549662548085
161,1082,reubens,-0.038463826016676056,-0.03846382408235712,-0.03181279444853914
162,504,admore,-0.03781109011166757,-0.0378110882101743,-0.09828301193236211
163,535,netseer,-0.037639847065308735,-0.03763984517242716,-0.11611767497954731
164,953,brims,-0.03741222679759962,-0.0374122249161649,-0.04989665024092077
165,389,otelco,-0.0373315156942429,-0.037331513816867064,-0.018351723753990135
166,765,kion,-0.037113732838135814,-0.03711373097171217,-0.041308690093589784
167,46,thor,-0.037076475366341635,-0.03707647350179164,-0.07378430926481631
168,560,brewer,-0.03674183663599141,-0.03674183478827016,-0.10229537854691594
169,1161,niterider,-0.03660092866925961,-0.036600926828624515,0.10549556531734161
170,580,navigator,-0.035948431983768216,-0.03594843017594672,-0.0851936253031756
171,1090,wingstreet,-0.035759384231662916,-0.03575938243334851,-0.03671379079862302
172,1160,newell,-0.03546816880596407,-0.03546816702229465,0.09281861856815962
173,1277,liddell,-0.03540257746562631,-0.035402575685255455,-0.09904276221273638
174,611,marten,-0.03530740603397915,-0.03530740425839438,-0.08353835842689111
175,517,emg,-0.034815873093522964,-0.034815871342657054,-0.0831994019631129
176,442,kangaroo,-0.0346332413792509,-0.034633239637569424,-0.053076435765037365
177,396,slingshot,-0.034389447321833314,-0.034389445592412055,-0.009441823670971329
178,1302,steele,-0.034379587726427435,-0.03437958599750203,-0.08445719866289679
179,984,presidente,-0.034354298615679534,-0.03435429688802587,0.000981962656220697
180,1408,fireking,-0.03408218977972564,-0.034082188065756185,-0.1305384609280453
181,1169,corsair,-0.034048585675459105,-0.03404858396317956,-0.03592471712144628
182,191,mcm,-0.033682990016228334,-0.033682988322334316,-0.22687089704772012
183,1219,stuart,-0.033562563724258004,-0.03356256203642018,-0.16464135559018644
184,1413,dap,-0.032837368984198145,-0.032837367332829825,-0.06388274108228623
185,1292,vianney,-0.032248249223415903,-0.03224824760167401,-0.08961214079998542
186,11,cortech,-0.031449483917739884,-0.03144948233616732,-0.08422223159681574
187,1428,norris,-0.031385684527470765,-0.03138568294910665,-0.041537931208165506
188,209,serengeti,-0.031231396292850818,-0.03123139472224575,-0.04003926525108939
189,84,kerusso,-0.031195204968190338,-0.031195203399405298,-0.08197073786347658
190,164,montrail,-0.03115652702682128,-0.031156525459981318,-0.01601822126571868
191,848,adams,-0.03068021181010592,-0.03068021026721953,-0.09600339013880257
192,439,amax,-0.030481854678275064,-0.03048185314536391,-0.05272563339910396
193,1379,rauckman,-0.03042587463253966,-0.030425873102443705,-0.08897086699040847
194,994,troegs,-0.030376351955653587,-0.0303763504280481,0.023595218303403043
195,1440,blount,-0.030279614390270906,-0.030279612867530288,-0.11076843625297324
196,516,emerse,-0.030027414746984088,-0.03002741323692645,-0.0946739045077993
197,371,directv,-0.029908795983610136,-0.029908794479517737,-0.006416242746247924
198,1050,mos,-0.02976885055634136,-0.029768849059286655,-0.022970909575361242
199,203,kaenon,-0.02976751645185877,-0.029767514954871156,-0.04219074154189224
200,1027,gopro,-0.029607233664597745,-0.02960723217567071,-0.04869269068196987
201,1252,revived,-0.029535850795101726,-0.029535849309764457,-0.08867042979778023
202,446,canon,-0.029446917892537037,-0.029446916411672137,-0.11448107247601019
203,1375,pilz,-0.02944572505238805,-0.029445723571583156,-0.07225855533149864
204,1412,comex,-0.029173853496626764,-0.02917385202949411,-0.054802040924843115
205,1329,pinol,-0.029144985557189564,-0.029144984091508626,-0.03739738319288577
206,381,megapath,-0.028618761236566,-0.02861875979734855,0.00858181359926203
207,1387,senstar,-0.028381123522599538,-0.028381122095332667,-0.11186828261461916
208,1367,mcdermott,-0.028359202489810567,-0.02835920106364613,-0.09664579159582987
209,801,biocell,-0.027537348973843512,-0.02753734758900949,-0.037572134513062946
210,137,latigo,-0.02741629833899464,-0.02741629696024819,-0.10392549606406641
211,1372,paragon,-0.027156009809988838,-0.02715600844433212,-0.08133015037783155
212,964,amstel,-0.027097196732663077,-0.02709719536996401,0.009894844259168754
213,694,cremo,-0.0270429311592347,-0.02704292979926458,-0.06580167806946277
214,4,assos,-0.026799941826791945,-0.0267999404790416,-0.08669778291908015
215,295,barings,-0.026549508638680025,-0.026549507303523817,-0.012219304344606977
216,771,mojo,-0.026460372006241576,-0.02646037067556798,-0.03551876389302373
217,1229,casper,-0.025465351484849352,-0.02546535020421463,-0.09423476613595484
218,294,zulutrade,-0.024963685907956886,-0.02496368465255054,-0.005933851950947037
219,1419,airstream,-0.024711428823013727,-0.02471142758029326,-0.03546684247475889
220,390,plateau,-0.024596388970679124,-0.02459638773374392,-0.0033228881129071935
221,769,mhp,-0.0245482779093624,-0.024548276674846686,-0.03344610185954572
222,414,biblica,-0.02450703079744401,-0.02450702956500255,-0.022716383030120028
223,202,gatorz,-0.02423633985721989,-0.02423633863839135,-0.03603042245211943
224,1048,bonefish,-0.023916984250819118,-0.023916983048050726,-0.02192720671538007
225,959,richards,-0.02384644937349658,-0.023846448174275333,-0.03895634508799574
226,471,aflac,-0.023571291082659776,-0.023571289897276006,-0.037057947285825496
227,830,catania,-0.02332619208572209,-0.023326190912664198,-0.06269838790872886
228,786,probiogen,-0.02327576007298589,-0.0232757589024642,-0.035934390143286206
229,195,spartina,-0.023139073302955532,-0.023139072139307708,-0.1956548573370119
230,588,fraser,-0.02303340542785889,-0.023033404269525055,-0.07754308322815105
231,1039,fluke,-0.022897375893462368,-0.022897374741969394,-0.03756992361687258
232,362,armstrong,-0.022649015971585282,-0.022649014832582106,0.0002738952988551001
233,386,nitco,-0.02256252472738451,-0.0225625235927309,0.0038397165220552115
234,1429,novatech,-0.022404235662727645,-0.022404234536034337,-0.03656917077538763
235,1147,carlisle,-0.02165227221397617,-0.021652271125098536,0.09393743341651875
236,833,enzo,-0.021628641088505485,-0.021628640000816268,-0.059218576544354105
237,443,msi,-0.021520783036200482,-0.021520781953935347,-0.0501754263456253
238,412,cogeco,-0.021274873390989744,-0.02127487232109123,-0.052315546797627344
239,897,gamesa,-0.021210673366884782,-0.02121067230021485,-0.06338839132657212
240,1233,eight,-0.021209015347278242,-0.021209014280691715,-0.09097016341282127
241,1445,merengue,-0.020839311709085102,-0.020839310661090696,-0.10346203809218482
242,56,caliber,-0.020817558450945715,-0.020817557404045256,-0.06348922797668
243,262,liquidnet,-0.02073211065668486,-0.020732109614081562,-0.010025100875163992
244,464,jaguarpc,-0.02060230518242816,-0.020602304146352644,-0.06322675200026313
245,315,halkbank,-0.02053518512659726,-0.020535184093897173,-0.0035764811716199885
246,545,radiumone,-0.0204082606575816,-0.02040825963126445,-0.09127862459264653
247,289,thinkorswim,-0.02028398337990957,-0.02028398235984226,0.008320004042650802
248,1384,sectra,-0.0201901098027944,-0.020190108787447883,-0.054839290055979095
249,292,tradeweb,-0.02017605107768013,-0.020176050063040643,-0.007167830932287629
250,744,epicor,-0.01994719913969741,-0.01994719813656675,-0.0321901523754958
251,382,mweb,-0.019936753601771898,-0.01993675259916651,0.008346459308230032
252,607,experis,-0.019906219160982442,-0.019906218159912618,-0.10089325674490507
253,636,ely,-0.019757736863766404,-0.019757735870163655,-0.044564379148928364
254,330,maxwell,-0.019731477518720876,-0.019731476526438696,0.00024231411773210226
255,612,merlin,-0.019492011342750262,-0.01949201036251065,-0.0764890490505362
256,634,duduk,-0.019211226488649612,-0.01921122552253045,-0.04543703380110888
257,1257,tulo,-0.01906526295892705,-0.01906526200014829,-0.07762451973064606
258,614,schneider,-0.01897966751394663,-0.018979666559472412,-0.07573449581658767
259,14,endura,-0.01893627315509096,-0.01893627220279903,-0.06356774715033103
260,87,levis,-0.018794667028478425,-0.01879466608330774,-0.07622143559861641
261,536,neustar,-0.01860670498457676,-0.018606704048858565,-0.06183505251178929
262,501,wgn,-0.018513226044682952,-0.018513225113665696,-0.0367866433226198
263,1247,marpac,-0.018259439589854758,-0.018259438671600292,-0.10990174777713098
264,1078,milestones,-0.01820514269278775,-0.01820514177726386,-0.015104261962272101
265,660,elf,-0.017420303521889655,-0.01742030264583478,-0.10347106693639196
266,1382,salto,-0.017370534280555783,-0.017370533407003758,-0.06561858491635375
267,1331,consilium,-0.017132069610387726,-0.017132068748827993,-0.0752419523216489
268,695,gillette,-0.017049564863152178,-0.017049564005741483,-0.05055368188349154
269,895,davids,-0.01681266345334491,-0.016812662607847847,-0.06561515476150126
270,355,moneycorp,-0.016775244339322568,-0.01677524349570724,-0.006043796976490847
271,384,netx,-0.01661977581867644,-0.016619774982879552,0.007900155868029914
272,1194,bugatti,-0.016534669969015404,-0.016534669137498376,-0.1381796009053007
273,824,alessi,-0.016496144433977837,-0.016496143604398265,-0.059965379867097136
274,43,spidi,-0.016393800375513082,-0.016393799551080335,-0.0889916654500761
275,1240,lectus,-0.016154034479269778,-0.016154033666894704,-0.11241188913100375
276,1370,onity,-0.01595915996869522,-0.015959159166120215,-0.06811390123878122
277,961,tostitos,-0.015605784711355625,-0.015605783926551636,-0.033741230636726724
278,206,oakley,-0.015395979160889122,-0.015395978386636124,-0.03128831256592872
279,1394,triconex,-0.015206336042787675,-0.015206335278071675,-0.06283269159170894
280,842,tunisian,-0.014877317875044219,-0.01487731712687431,-0.05625573461540591
281,1374,philips,-0.014835549055972737,-0.01483554830990337,-0.0655805164895478
282,1176,thrustmaster,-0.014823119979008969,-0.014823119233564643,-0.02158601836130257
283,1285,sferra,-0.014808439790826088,-0.01480843904612002,-0.08724050329154695
284,887,outshine,-0.014659477681092237,-0.014659476943877372,-0.057792398564905936
285,139,mara,-0.014517081542863115,-0.014517080812809256,-0.09634876055259656
286,290,trademonster,-0.014270548338033588,-0.014270547620377681,-0.001293903147997419
287,993,tecate,-0.014011566127470624,-0.014011565422838768,0.017387910683450625
288,793,staunch,-0.01391005155317872,-0.013910050853651969,-0.02766792034193443
289,712,atkins,-0.013814192389540365,-0.013814191694834294,-0.02940312721711418
290,88,milwaukee,-0.013727340146094565,-0.013727339455756238,-0.05393406425871246
291,106,zubaz,-0.013576418526581016,-0.01357641784383241,-0.07915797980288952
292,375,firstlight,-0.013295341100555243,-0.01329534043194183,0.008903868145439944
293,432,protected,-0.013276768297222477,-0.013276767629543103,-0.027848299112978796
294,1132,burton,-0.013262040004898258,-0.01326203933795956,-0.09070625630297395
295,265,nationwide,-0.013152088794518927,-0.013152088133109564,0.006580499648212834
296,23,ktm,-0.013148066317860672,-0.013148065656653623,-0.05831325747761049
297,328,iberiabank,-0.012924745230121493,-0.012924744580145094,-0.004382699457829764
298,413,eatel,-0.012862505355148754,-0.012862504708302363,-0.07805433382080255
299,1420,cm,-0.01233784381878297,-0.01233784319832145,-0.025424897753871287
300,47,vans,-0.012287213991986084,-0.012287213374070701,-0.0659179387707437
301,1319,reynolds,-0.012187372987044693,-0.012187372374150192,-0.08348300719057872
302,314,carax,-0.011911419442567885,-0.011911418843550941,0.015598402686902449
303,767,limitless,-0.011658608900863766,-0.01165860831456048,-0.02510488493258535
304,72,filson,-0.011480190971039386,-0.011480190393708584,-0.060689511640392366
305,1000,redhook,-0.011355777161759437,-0.011355776590685332,0.026874167327795087
306,286,nadex,-0.011147660224545164,-0.011147659663937107,0.01097704206120357
307,452,leibinger,-0.011102325110754013,-0.01110232455242585,-0.09394643529149024
308,1278,malouf,-0.01087508963700208,-0.010875089090101422,-0.07826267389136746
309,753,ghr,-0.01084937467773396,-0.010849374132126478,-0.025956155608860308
310,527,maingate,-0.010836462011329696,-0.010836461466371662,-0.07529813504062428
311,1134,donek,-0.010825863082620672,-0.01082586253819559,-0.11171105350886189
312,287,oanda,-0.010817157899418624,-0.010817157355431319,0.015183699128722184
313,1468,bikeradar,-0.010648870650307434,-0.010648870114783155,-0.02609806994260374
314,868,klondike,-0.010588913142096595,-0.01058891260958758,-0.054808361381414525
315,1298,lg,-0.01037613800185608,-0.010376137480047346,-0.05741887695422769
316,437,advantech,-0.010360237910653393,-0.010360237389644257,-0.03599789845425178
317,981,labatt,-0.010231656129030906,-0.010231655614488081,0.029237888937943882
318,394,sfr,-0.01016020695111859,-0.010160206440168896,0.009165918816711728
319,1359,impacto,-0.009856283816262038,-0.009856283320596418,-0.060482158883333734
320,651,roc,-0.009447644545967013,-0.0094476440708516,-0.03685949804104996
321,840,qualisoy,-0.009087459480058577,-0.009087459023056604,-0.06605058280547116
322,473,castro,-0.008897326743386513,-0.00889732629594616,-0.02506669870980096
323,1381,rutherford,-0.008872670189836541,-0.008872669743636149,-0.06152382050165641
324,1119,norman,-0.008841937858512812,-0.008841937413857947,0.08650835359927889
325,828,bono,-0.008816310335101593,-0.00881630989173552,-0.05209109538710933
326,54,blair,-0.008757689229189028,-0.008757688788770937,-0.05389322935251177
327,1317,hefty,-0.008480977018154142,-0.008480976591651753,-0.06846497836138182
328,367,buckeye,-0.0079353128047569,-0.007935312405695567,0.007810373368678637
329,1385,secugen,-0.007893264622690141,-0.007893264225743392,-0.05113715392299738
330,727,airborne,-0.007871568680537542,-0.007871568284681909,-0.025186282370968475
331,584,deluxe,-0.007785087744947709,-0.007785087353441019,-0.06333436831868494
332,798,weider,-0.007724058134700719,-0.007724057746263199,-0.026881301685262142
333,1416,lanco,-0.0076579820419847905,-0.007657981656870198,-0.03673373364297471
334,1455,alitalia,-0.007451132815638312,-0.007451132440926055,-0.02065912119465392
335,1392,telguard,-0.0074473213094067145,-0.007447320934886133,-0.06479375462738134
336,410,xfinity,-0.007208191062851826,-0.007208190700356949,0.007507275718132395
337,17,garneau,-0.006752294084284825,-0.006752293744716656,-0.04773387804341523
338,857,belfonte,-0.006618852536407958,-0.006618852203550487,-0.056070339836034364
339,550,simulmedia,-0.006311990651089705,-0.00631199033366411,-0.08476653180121654
340,455,videojet,-0.0062007112528311105,-0.006200710941001664,-0.1041386770688574
341,312,amr,-0.006182161410092837,-0.006182161099196272,0.012064526880684408
342,370,claro,-0.00614970067902039,-0.006149700369756275,0.009866130736995287
343,360,airtel,-0.005862577429489439,-0.005862577134664506,0.009172152925492203
344,1153,macpac,-0.005781875837112975,-0.005781875546346477,0.12434366993665336
345,161,lalo,-0.0057224353267239505,-0.005722435038946693,0.0067385113157189605
346,1444,flagship,-0.005539380608800937,-0.005539380330229354,-0.10028098517861773
347,82,izod,-0.00503761903706929,-0.0050376187837309645,-0.05073844954309729
348,156,brooks,-0.004667985705778935,-0.004667985471029189,0.01073676266785275
349,1059,benihana,-0.0046625717116393715,-0.0046625714771618785,-0.00905545700554287
350,532,moo,-0.004639883972331357,-0.004639883738994823,-0.058782206703721904
351,876,schoeps,-0.0044684169102539315,-0.004468416685540391,-0.039697166976851106
352,1067,fuddruckers,-0.004451881259933602,-0.004451881036051604,-0.008898826344985011
353,1201,imusa,-0.003930546028294527,-0.003930545830630076,-0.13546744397626442
354,2,alpinestars,-0.0037170830227395146,-0.003717082835809994,-0.047359859008513944
355,966,bofferding,-0.0029402974191378925,-0.0029402972712723532,0.03665613621839211
356,979,icehouse,-0.002814274537680311,-0.0028142743961524063,0.041058354610524636
357,932,mcdonalds,-0.0027656451524702423,-0.002765645013387899,-0.061398968895621846
358,496,tigre,-0.002710595004165928,-0.002710594867851998,-0.01863594533601766
359,609,ires,-0.002650444481349268,-0.0026504443480602873,-0.05474783544175084
360,461,domaintools,-0.0025475578491810018,-0.0025475577210661085,-0.06615732071573575
361,962,tru,-0.002173284012774341,-0.002173283903481406,-0.020258568324781914
