,Unnamed: 0,brand,alignment,CommonCrawl_alignment,CommonCrawl_resid_alignment
154,272,uscf,-0.03979696257202248,-0.20264524343076468,-0.1033938220673287
155,1081,perkins,-0.03979529311959268,-0.20193797683535547,-0.07680691249596806
156,344,aig,-0.03938391215944504,-0.07400431119678451,-0.01928806353869673
157,199,costa,-0.039381570944150214,-0.10981784521582491,-0.04562422355444454
158,1001,rogue,-0.03934786578182264,-0.08671415513421843,0.10345334487435709
159,1230,dreamland,-0.03910072324993722,-0.06409487399802918,0.09918934933430452
160,749,evogen,-0.038723132887196365,-0.07639930816483845,-0.039170795476390845
161,1082,reubens,-0.038463826016676056,-0.18868838022269085,-0.09692923842034731
162,504,admore,-0.03781109011166757,-0.16875469628039866,-0.10085512927030614
163,535,netseer,-0.037639847065308735,-0.07299644149717796,-0.009380330340635588
164,953,brims,-0.03741222679759962,-0.09140915682788148,0.010188127251839589
165,389,otelco,-0.0373315156942429,-0.057562509507016274,0.0021455521720442974
166,765,kion,-0.037113732838135814,-0.12402339544241418,-0.09676592571112375
167,46,thor,-0.037076475366341635,-0.22112364949441465,-0.19992004926890955
168,560,brewer,-0.03674183663599141,-0.14950050419456043,-0.052449819808431705
169,1161,niterider,-0.03660092866925961,-0.0720819248409615,0.0573163326751079
170,580,navigator,-0.035948431983768216,-0.11371611473076228,0.02356495109249371
171,1090,wingstreet,-0.035759384231662916,-0.10669036594200976,0.02212491303135078
172,1160,newell,-0.03546816880596407,-0.20885710527877893,-0.07656815009603936
173,1277,liddell,-0.03540257746562631,-0.19796380036912567,-0.10208942198433714
174,611,marten,-0.03530740603397915,-0.13358151317402256,-0.07029131327948064
175,517,emg,-0.034815873093522964,-0.015180938767194674,0.022051299770472127
176,442,kangaroo,-0.0346332413792509,-0.11416283869258864,-0.048065814174069146
177,396,slingshot,-0.034389447321833314,-0.11236212188301128,-0.006260135033200616
178,1302,steele,-0.034379587726427435,-0.17417939218883335,-0.057866222477822145
179,984,presidente,-0.034354298615679534,-0.1912214328158105,0.08401640213438122
180,1408,fireking,-0.03408218977972564,-0.10187002995427087,0.04727480585514798
181,1169,corsair,-0.034048585675459105,-0.07728430192849847,0.040276311839736775
182,191,mcm,-0.033682990016228334,-0.06291700326159363,-0.08753498888430908
183,1219,stuart,-0.033562563724258004,-0.2228828310031994,-0.15523366184314424
184,1413,dap,-0.032837368984198145,-0.10798802812226654,-0.038019740212542466
185,1292,vianney,-0.032248249223415903,-0.15413568622796697,-0.06813324772225152
186,11,cortech,-0.031449483917739884,-0.12454806884932258,-0.10402569715532142
187,1428,norris,-0.031385684527470765,-0.23478596559662393,-0.10439743410926366
188,209,serengeti,-0.031231396292850818,-0.04775878895194531,0.0428116718359319
189,84,kerusso,-0.031195204968190338,-0.16963530393400197,-0.14506646151335176
190,164,montrail,-0.03115652702682128,-0.07346718832123438,0.04274992418380897
191,848,adams,-0.03068021181010592,-0.24385881372295878,-0.14844011593559592
192,439,amax,-0.030481854678275064,-0.14143061334075538,-0.11736255151440406
193,1379,rauckman,-0.03042587463253966,-0.16583008045316602,-0.03367840615673076
194,994,troegs,-0.030376351955653587,-0.1540031782658966,0.03499809500184348
195,1440,blount,-0.030279614390270906,-0.16798363276428635,-0.07547101820453196
196,516,emerse,-0.030027414746984088,-0.06381627740223002,0.03495415807989219
197,371,directv,-0.029908795983610136,-0.12568175787113528,-0.06312646857456453
198,1050,mos,-0.02976885055634136,-0.18125949964184113,-0.13771075484847756
199,203,kaenon,-0.02976751645185877,-0.1089467296193505,-0.05590079779737818
200,1027,gopro,-0.029607233664597745,-0.10064320817153768,-0.0513484072716346
201,1252,revived,-0.029535850795101726,-0.08466497568944875,0.04776466375106855
202,446,canon,-0.029446917892537037,-0.1423903255022338,-0.07238953513609418
203,1375,pilz,-0.02944572505238805,-0.16529587218267522,-0.10439361919816012
204,1412,comex,-0.029173853496626764,-0.21793800130963575,-0.11814628084846582
205,1329,pinol,-0.029144985557189564,-0.14747177410997467,-0.10265294568545177
206,381,megapath,-0.028618761236566,-0.13722518684448856,-0.021762527892726497
207,1387,senstar,-0.028381123522599538,-0.12126846810842248,0.018830619213293015
208,1367,mcdermott,-0.028359202489810567,-0.10921790094841398,0.0348987989734799
209,801,biocell,-0.027537348973843512,-0.06215082909125661,-0.022674892169476282
210,137,latigo,-0.02741629833899464,-0.09389881323450015,-0.014248838672593439
211,1372,paragon,-0.027156009809988838,-0.07176462658603155,0.06094172563878827
212,964,amstel,-0.027097196732663077,-0.1181923005200607,0.07341527991947486
213,694,cremo,-0.0270429311592347,-0.16206768991449294,-0.06400408463106566
214,4,assos,-0.026799941826791945,-0.08537358131210744,-0.07235764909479728
215,295,barings,-0.026549508638680025,-0.1498770252106206,-0.07163419463023776
216,771,mojo,-0.026460372006241576,-0.1740152669628599,-0.14662787070983496
217,1229,casper,-0.025465351484849352,-0.20283980615494143,-0.059320020298971196
218,294,zulutrade,-0.024963685907956886,-0.1077925025959913,-8.85029462780601e-05
219,1419,airstream,-0.024711428823013727,-0.012642414410019696,0.0993827879105028
220,390,plateau,-0.024596388970679124,-0.0851918856652483,0.0005632564132396025
221,769,mhp,-0.0245482779093624,0.03973451463327961,0.06190345627399242
222,414,biblica,-0.02450703079744401,-0.10010426369639404,-0.04543019617648933
223,202,gatorz,-0.02423633985721989,-0.12854850989181793,-0.056729018096255066
224,1048,bonefish,-0.023916984250819118,-0.08280024424736822,0.0032668077149110436
225,959,richards,-0.02384644937349658,-0.1803373276866614,0.001968367886062649
226,471,aflac,-0.023571291082659776,-0.10592904659199442,-0.03290333866630003
227,830,catania,-0.02332619208572209,-0.12330208015024802,-0.025931703085441078
228,786,probiogen,-0.02327576007298589,-0.05278350527428109,0.014190899272497677
229,195,spartina,-0.023139073302955532,-0.020060731521425273,-0.06470121719141525
230,588,fraser,-0.02303340542785889,-0.19988520902554857,-0.09069309929112873
231,1039,fluke,-0.022897375893462368,-0.03601233937568747,0.022305772340092102
232,362,armstrong,-0.022649015971585282,-0.24547269335570604,-0.1051384436976933
233,386,nitco,-0.02256252472738451,-0.004888311926634657,0.04884675804793147
234,1429,novatech,-0.022404235662727645,-0.04807904831431087,0.055284790878221635
235,1147,carlisle,-0.02165227221397617,-0.19751470758620454,-0.031209600511676348
236,833,enzo,-0.021628641088505485,-0.18145973031919443,-0.11778801309451611
237,443,msi,-0.021520783036200482,-0.045529608399187405,-0.027063366826303198
238,412,cogeco,-0.021274873390989744,-0.13674156010885996,-0.08522583632960071
239,897,gamesa,-0.021210673366884782,-0.04308377807472065,-0.009563179032213424
240,1233,eight,-0.021209015347278242,-0.08813357593894072,0.033414255828506545
241,1445,merengue,-0.020839311709085102,-0.052855751849431705,0.02972298681123373
242,56,caliber,-0.020817558450945715,-0.054664176701864284,-0.024659705110023602
243,262,liquidnet,-0.02073211065668486,-0.16129219606526263,-0.05121819990682397
244,464,jaguarpc,-0.02060230518242816,-0.07643559084316479,0.02032870487011646
245,315,halkbank,-0.02053518512659726,-0.06433796387846358,0.010161321452348479
246,545,radiumone,-0.0204082606575816,-0.11825435271874306,-0.0008843346578562492
247,289,thinkorswim,-0.02028398337990957,-0.06062282812519878,0.05666525450057745
248,1384,sectra,-0.0201901098027944,-0.06890612132271996,0.02035101839610129
249,292,tradeweb,-0.02017605107768013,-0.030301890925314223,0.052499709719477705
250,744,epicor,-0.01994719913969741,-0.07453388535990658,-0.04319210412887459
251,382,mweb,-0.019936753601771898,-0.14556594852774074,-0.0746853747597399
252,607,experis,-0.019906219160982442,-0.06013042364537421,-0.008101698018321196
253,636,ely,-0.019757736863766404,-0.16700262007250138,-0.11220004075230833
254,330,maxwell,-0.019731477518720876,-0.2112910409763118,-0.055517652888998785
255,612,merlin,-0.019492011342750262,-0.15991614233696863,-0.09083783725492667
256,634,duduk,-0.019211226488649612,-0.0722901411376762,0.005104883824094634
257,1257,tulo,-0.01906526295892705,-0.2319814625147304,-0.16070621555685324
258,614,schneider,-0.01897966751394663,-0.22179806929123574,-0.1005489479030705
259,14,endura,-0.01893627315509096,-0.059579767685324844,-0.03855577436719479
260,87,levis,-0.018794667028478425,-0.15794608139085567,-0.143066406764631
261,536,neustar,-0.01860670498457676,-0.08734761629408141,-0.019175359857646297
262,501,wgn,-0.018513226044682952,-0.04812130908314849,0.018992919906355404
263,1247,marpac,-0.018259439589854758,-0.04953550034095681,0.05923520028176469
264,1078,milestones,-0.01820514269278775,-0.04814715714134509,0.05742520597788001
265,660,elf,-0.017420303521889655,-0.10645255873914206,-0.06299236750048942
266,1382,salto,-0.017370534280555783,-0.11770434580938996,-0.031600728862164515
267,1331,consilium,-0.017132069610387726,-0.09053965236379823,0.046588472800762865
268,695,gillette,-0.017049564863152178,-0.1422071961116982,0.052852260206972604
269,895,davids,-0.01681266345334491,-0.20690896979349693,-0.13447815575268426
270,355,moneycorp,-0.016775244339322568,-0.056174190651250136,0.07117175505073892
271,384,netx,-0.01661977581867644,-0.1928142037876051,-0.09799830735969524
272,1194,bugatti,-0.016534669969015404,-0.10727913284750878,-0.07649377909196287
273,824,alessi,-0.016496144433977837,-0.14558856810711643,-0.06745746810205804
274,43,spidi,-0.016393800375513082,-0.04532017044237641,-0.029850598102730903
275,1240,lectus,-0.016154034479269778,0.006804060000977684,0.11647555804970737
276,1370,onity,-0.01595915996869522,-0.149441827397089,-0.06775743107728212
277,961,tostitos,-0.015605784711355625,-0.0697618188070056,0.06508342523076835
278,206,oakley,-0.015395979160889122,-0.15804783601759606,-0.08894147922008568
279,1394,triconex,-0.015206336042787675,0.011400002476466503,0.15031694276019397
280,842,tunisian,-0.014877317875044219,-0.0627323761450237,0.01624717247430009
281,1374,philips,-0.014835549055972737,-0.11401627930568745,0.02206145361406842
282,1176,thrustmaster,-0.014823119979008969,-0.028067764918672147,0.11425722995969095
283,1285,sferra,-0.014808439790826088,-0.14667743049211565,-0.10087873546139728
284,887,outshine,-0.014659477681092237,0.04570432566177783,0.14343940912491104
285,139,mara,-0.014517081542863115,-0.033463857089843604,0.03168699235906293
286,290,trademonster,-0.014270548338033588,-0.07595104655562646,0.06147759939969624
287,993,tecate,-0.014011566127470624,-0.12977856578104544,0.06906112993289285
288,793,staunch,-0.01391005155317872,-0.10166171666585627,-0.054973942181083035
289,712,atkins,-0.013814192389540365,-0.1648999758256134,-0.11886210278559131
290,88,milwaukee,-0.013727340146094565,-0.15726376443274426,-0.09900431781775501
291,106,zubaz,-0.013576418526581016,-0.1923065346428846,-0.19128998354273016
292,375,firstlight,-0.013295341100555243,-0.004793437182530572,0.09403303830426572
293,432,protected,-0.013276768297222477,-0.017541385054898488,0.07824692741966321
294,1132,burton,-0.013262040004898258,-0.23784780074754,-0.10240968334423761
295,265,nationwide,-0.013152088794518927,-0.12951287128076944,0.016539408332491762
296,23,ktm,-0.013148066317860672,-0.09481840243427404,-0.08585436729112592
297,328,iberiabank,-0.012924745230121493,-0.02580308956498434,0.11311968156261389
298,413,eatel,-0.012862505355148754,-0.11976219497091053,-0.05200704775606245
299,1420,cm,-0.01233784381878297,-0.10246945515240866,-0.06972722647258704
300,47,vans,-0.012287213991986084,-0.1258658423827405,-0.11745237222256845
301,1319,reynolds,-0.012187372987044693,-0.2097499080140417,-0.04420126112962641
302,314,carax,-0.011911419442567885,-0.18699072986536536,-0.13140989417362037
303,767,limitless,-0.011658608900863766,-0.11564663173270406,-0.051113923319387466
304,72,filson,-0.011480190971039386,-0.15780639305206426,-0.14140114807929216
305,1000,redhook,-0.011355777161759437,-0.0945633557997998,0.10228788819123415
306,286,nadex,-0.011147660224545164,-0.13017633270106216,-0.07492950226664148
307,452,leibinger,-0.011102325110754013,-0.2109294062168204,-0.06570630620874986
308,1278,malouf,-0.01087508963700208,-0.16417291807734405,-0.09656759788191979
309,753,ghr,-0.01084937467773396,-0.09141173453610278,-0.05807061716757627
310,527,maingate,-0.010836462011329696,-0.14901788941260044,-0.06180112780995116
311,1134,donek,-0.010825863082620672,-0.16520285916914002,-0.059468643246454206
312,287,oanda,-0.010817157899418624,-0.1273243045921535,-0.07251708431469453
313,1468,bikeradar,-0.010648870650307434,-0.08796208032416955,0.03038361580411738
314,868,klondike,-0.010588913142096595,-0.06639806243932637,0.06240091779138866
315,1298,lg,-0.01037613800185608,-0.06908592530809249,-0.04142376733620659
316,437,advantech,-0.010360237910653393,-0.030427811527456317,0.021757681271072388
317,981,labatt,-0.010231656129030906,-0.12718893863006844,0.06108675106420845
318,394,sfr,-0.01016020695111859,-0.034595992859583515,0.002753673683715357
319,1359,impacto,-0.009856283816262038,-0.07832428800573449,0.030506705514766124
320,651,roc,-0.009447644545967013,-0.1259796973741586,-0.07246970285942071
321,840,qualisoy,-0.009087459480058577,-0.12057528142759265,-0.011317932273188454
322,473,castro,-0.008897326743386513,-0.23988914866643823,-0.10645150035975277
323,1381,rutherford,-0.008872670189836541,-0.19536728577443066,-0.0030216916366763748
324,1119,norman,-0.008841937858512812,-0.20950704758075558,-0.013849809153042285
325,828,bono,-0.008816310335101593,-0.23882477406603003,-0.16436350928096172
326,54,blair,-0.008757689229189028,-0.1998402195701788,-0.16498825765250807
327,1317,hefty,-0.008480977018154142,-0.0805859064937924,0.007643039245170595
328,367,buckeye,-0.0079353128047569,-0.11429507125587912,-0.031198982634166775
329,1385,secugen,-0.007893264622690141,-0.15307131354641218,0.00011215614909758365
330,727,airborne,-0.007871568680537542,-0.12234242452774641,-0.06742185147451599
331,584,deluxe,-0.007785087744947709,-0.04243583509058632,0.05377335767187984
332,798,weider,-0.007724058134700719,-0.19958482447849546,-0.16769378386161768
333,1416,lanco,-0.0076579820419847905,-0.11760763215181438,-0.0016168781394487242
334,1455,alitalia,-0.007451132815638312,-0.06150545460711193,0.018633471048086405
335,1392,telguard,-0.0074473213094067145,-0.12840148426423104,0.007548013519597635
336,410,xfinity,-0.007208191062851826,-0.10009449920276084,-0.03185841711987682
337,17,garneau,-0.006752294084284825,-0.17725939892746218,-0.15454724531306543
338,857,belfonte,-0.006618852536407958,-0.12275946357212719,0.01639300935364058
339,550,simulmedia,-0.006311990651089705,-0.11943116875083637,-0.00611893239322512
340,455,videojet,-0.0062007112528311105,-0.13066670208125208,-0.03623007854981803
341,312,amr,-0.006182161410092837,-0.18163053674483295,-0.14224628074610382
342,370,claro,-0.00614970067902039,-0.08262699942653023,-0.026122898102933906
343,360,airtel,-0.005862577429489439,-0.09158755606971616,-0.03220465669044531
344,1153,macpac,-0.005781875837112975,-0.049013347786154696,0.03736280289588528
345,161,lalo,-0.0057224353267239505,-0.16140739937927062,-0.08330756221077215
346,1444,flagship,-0.005539380608800937,-0.06051960810613907,0.039409901247667065
347,82,izod,-0.00503761903706929,-0.12431653211265084,-0.11947258712778996
348,156,brooks,-0.004667985705778935,-0.21459213563804438,-0.07188136110407199
349,1059,benihana,-0.0046625717116393715,-0.1064081926625775,-0.01732311782592419
350,532,moo,-0.004639883972331357,-0.0696618473241397,-0.034851276217748785
351,876,schoeps,-0.0044684169102539315,-0.07683818066964335,0.02449959775683333
352,1067,fuddruckers,-0.004451881259933602,-0.08137745577432698,0.039529373569977
353,1201,imusa,-0.003930546028294527,-0.0018317231440606874,0.018065031199878692
354,2,alpinestars,-0.0037170830227395146,-0.1078795734833217,-0.0722558996286482
355,966,bofferding,-0.0029402974191378925,-0.14544293667300984,0.11179871273985012
356,979,icehouse,-0.002814274537680311,-0.10384091329587732,0.11457890641055002
357,932,mcdonalds,-0.0027656451524702423,-0.09839398390501128,0.012644396929876511
358,496,tigre,-0.002710595004165928,-0.1388687949577541,-0.051070474017477094
359,609,ires,-0.002650444481349268,-0.06902296812440659,-0.02250731681123136
360,461,domaintools,-0.0025475578491810018,-0.042553117966423484,0.06480880905296933
361,962,tru,-0.002173284012774341,-0.12391334409064583,-0.05033998184628109
362,1390,taser,-0.0021582091368082847,-0.12228525096457417,-0.045432924149437365
363,415,cbn,-0.0021190707665713388,-0.0027847343250986326,0.030082371855368165
364,438,alienware,-0.0017266902555666402,-0.02679831561975248,0.029637729820630343
