,Unnamed: 0,brand,alignment,Word2Vec_alignment,Word2Vec_resid_alignment,Wikipedia_alignment,Wikipedia_resid_alignment,Glove_alignment,Glove_resid_alignment,CommonCrawl_alignment,CommonCrawl_resid_alignment
352,1067,fuddruckers,-0.004451881,-0.004451881,-0.039694093,-0.109058287,0.040533954,-0.036365398,-0.069309339,-0.081377456,0.039529374
353,1201,imusa,-0.003930546,-0.003930546,-0.135467444,-0.222172991,-0.077883986,0.048301234,-0.002385672,-0.001831723,0.018065031
354,2,alpinestars,-0.003717083,-0.003717083,-0.047359859,-0.113951812,0.002073063,-0.064050658,-0.080740643,-0.107879573,-0.0722559
355,966,bofferding,-0.002940297,-0.002940297,0.033857082,0,0.169549416,-0.028895281,0.017518299,-0.145442937,0.111798713
356,979,icehouse,-0.002814275,-0.002814274,0.039388521,-0.128480146,0.114223427,-0.035124103,0.019950488,-0.103840913,0.114578906
357,932,mcdonalds,-0.002765645,-0.002765645,-0.061398969,-0.116003869,0.001719144,0.003921725,-0.061269371,-0.098393984,0.012644397
358,496,tigre,-0.002710595,-0.002710595,-0.031695663,-0.1353523,-0.044026611,0.004582877,0.022907861,-0.138868795,-0.051070474
359,609,ires,-0.002650444,-0.002650444,-0.054747835,-0.046640915,0.014107602,0.106386736,0.060894349,-0.069022968,-0.022507317
360,461,domaintools,-0.002547558,-0.002547558,-0.074272585,-0.088632046,0.081571903,-0.021360534,-0.015951642,-0.042553118,0.064808809
361,962,tru,-0.002173284,-0.002173284,-0.020258568,-0.080239927,0.004190867,0.036947468,0.006173818,-0.123913344,-0.050339982
362,1390,taser,-0.002158209,-0.002158209,0.007765976,-0.097787464,-0.025060858,-0.047468256,0.018224338,-0.122285251,-0.045432924
363,415,cbn,-0.002119071,-0.002119071,-0.000818535,-0.140104582,-0.104566419,0.075080773,0.058250055,-0.002784734,0.030082372
364,438,alienware,-0.00172669,-0.00172669,-0.045415689,-0.100574545,-0.005983372,-0.094520228,-0.088187292,-0.026798316,0.02963773
365,119,blundstone,-0.001716011,-0.001716011,-0.109182989,-0.184801046,-0.016292985,-0.008423886,-0.143636726,-0.052084213,0.056774122
366,1093,acme,-0.001672813,-0.001672813,0.083176694,-0.122984704,-0.00265926,-0.124430211,0.019829246,-0.127097202,-0.012824277
367,143,novus,-0.00164856,-0.00164856,-0.080082657,-0.166872306,-0.075247903,-0.070656891,-0.179029264,-0.093839603,-0.019769473
368,862,enlightened,-0.00162851,-0.00162851,-0.040343252,-0.086927161,0.09643529,-0.002782134,-0.044825178,-0.04184321,0.096914182
369,791,soylent,-0.001608537,-0.001608537,-0.09963604,-0.086038036,-0.068183419,-0.11205908,-0.151296343,-0.138949448,-0.10888494
370,121,chaco,-0.001548871,-0.001548871,-0.083145291,-0.112217195,-0.039601366,-0.012099527,-0.155211071,-0.031587907,0.035429489
371,576,whitewalls,-0.001493933,-0.001493933,-0.074861095,-0.113487986,0.099319745,-0.102200915,-0.109588129,-0.139223183,0.020033843
372,1396,vicon,-0.00143695,-0.00143695,0.010385938,-0.141511745,-0.017797989,-0.08983072,-0.026496,-0.017832343,0.056479402
373,918,partners,-0.001275478,-0.001275478,-0.089335223,-0.113858913,-0.047242009,0.002712526,-0.083751832,-0.105890334,-0.030009771
374,316,instinet,-0.001044937,-0.001044937,-0.002397889,-0.178547602,-0.06435134,-0.030086788,-0.00055097,-0.154129557,-0.062670335
375,281,nextgen,-0.000796874,-0.000796874,-0.002667339,-0.168240814,-0.056599273,0.013942169,0.036440985,-0.076746873,0.004422323
376,1163,polaris,-0.000684758,-0.000684758,0.014451145,-0.032053542,0.099848068,-0.045269327,-0.02782121,-0.077655751,0.05272506
377,251,direxion,-0.000626831,-0.000626831,-0.002128554,-0.139437162,-0.018971914,-0.019179713,0.004766622,-0.073917502,0.012643618
378,654,spectro,-0.000287329,-0.000287329,-0.095032477,-0.143274269,0.04387794,-0.042571198,-0.111195499,-0.128987922,-0.022023048
379,832,corto,-0.000267264,-0.000267264,-0.111492624,-0.193251384,-0.086689036,-0.099357961,-0.152357521,-0.204844188,-0.13057525
380,162,mephisto,-0.000144555,-0.000144555,0.010600291,-0.132189203,0.01279701,-0.021410432,-0.051639791,-0.126180548,0.009048955
381,1114,lews,-7.87E-05,-7.87E-05,0.107329717,-0.211071039,-0.060343434,-0.101234494,0.005732805,-0.163808898,-0.055241905
382,310,citigroup,0.000184566,0.000184566,-0.001511715,-0.127948964,-0.027072319,-0.082635351,-0.043149357,-0.114633138,0.000243104
383,582,avery,0.000369715,0.000369715,-0.024356017,-0.172591137,-0.069594499,-0.004179882,-0.031069096,-0.159186826,-0.072927277
384,1261,aquis,0.000487518,0.000487518,-0.168447849,-0.189650043,-0.084141912,0.022233092,-0.085510182,-0.092254142,-0.044735807
385,740,eas,0.000541072,0.000541072,-0.078326098,-0.133580867,-0.105874711,0.021248927,-0.057336083,-0.028941977,-0.008390032
386,1005,amberbock,0.000667259,0.000667259,0.053223231,0,0.169549416,0,0.059263612,-0.136021954,0.10679062
387,928,gavina,0.000820786,0.000820786,-0.060184971,-0.107204406,-0.005971168,0.011073238,-0.047667461,-0.056013403,0.02214105
388,222,mastercard,0.00082676,0.00082676,0.0131912,-0.123522358,0.074172308,-0.003290734,0.027573284,-0.069406158,0.075864739
389,1116,mirrolures,0.000934833,0.000934832,0.112712558,0,0.264514222,0,0.151651152,-0.122571315,0.106079162
390,155,bata,0.0012304,0.0012304,0.0126671,-0.130176223,-0.057498416,-0.034470732,-0.059780031,-0.111673188,-0.042895229
391,1046,stk,0.001258629,0.001258628,-0.028661265,-0.104816799,-0.040361938,0.001521522,-0.031810716,-0.110644763,-0.072447085
392,300,envion,0.001259277,0.001259277,-0.00210237,-0.172601773,-0.075917095,-0.082775501,-0.045772457,-0.074732352,0.0051237
393,699,aleve,0.001269712,0.001269712,-0.062259504,-0.115402232,0.023314628,0.046550412,-0.03019994,-0.053327328,0.027954521
394,1151,giro,0.001322158,0.001322158,0.012861779,-0.226120997,-0.145162954,-0.068996448,-0.050508159,-0.170767562,-0.105265826
395,1105,fishsticks,0.001329164,0.001329164,0.106545625,-0.169872808,0.102597369,0.019448142,0.098496249,-0.087195286,0.1280632
396,1354,globe,0.001420084,0.001420084,0.013969517,-0.139169242,-0.048199572,0.034792157,0.087508895,-0.151023954,-0.049777321
397,117,bernardo,0.001507546,0.001507546,-0.083665799,-0.204888542,-0.061761942,-0.073503126,-0.207705713,-0.204768794,-0.052152852
398,219,hbl,0.001588408,0.001588408,0.011702896,-0.089007003,0.037061113,-0.036089693,-0.005371347,-0.016237246,0.040573497
399,779,performix,0.001941583,0.001941583,-0.081426724,0,0.04228455,-0.028127871,-0.079028168,-0.117111697,-0.05811585
400,256,guggenheim,0.001974667,0.001974666,9.63E-05,-0.107285568,0.002144648,-0.03646832,-0.001179517,-0.114729437,0.006383166
401,245,alps,0.001994814,0.001994814,0.000217747,-0.179649262,-0.135550766,-0.035899774,-0.002020644,-0.127241617,-0.077476818
402,468,westhost,0.002056021,0.002056021,-0.055480453,0,0.134816164,0.033195903,0.030358516,-0.139404269,-0.020193931
403,1360,interlogix,0.002079487,0.002079487,0.024020978,0,0.149508327,0.030474342,0.072107745,-0.076266814,0.07490984
404,1234,englander,0.002220617,0.002220617,0.002491353,-0.151622323,0.03915938,0.021536041,0.011958763,-0.137004998,0.034307329
405,1172,xbox,0.002289674,0.002289674,0.016444045,-0.153589153,-0.089149145,-0.10199478,-0.047040725,-0.097422601,-0.030206448
406,915,kraft,0.002369617,0.002369617,-0.102762097,-0.151399745,-0.116444149,0.022020028,-0.086344452,-0.142035067,-0.100698358
407,483,harry,0.002372527,0.002372527,-0.036965082,-0.223958036,-0.108710162,-0.022310521,0.002872492,-0.250664808,-0.127209503
408,819,swerve,0.002663739,0.002663739,-0.017280458,-0.195197525,-0.120513129,-0.122042032,-0.14116637,-0.157299242,-0.117871746
409,313,calvert,0.003324719,0.003324719,0.000834106,-0.117099068,-0.029188437,-0.030650321,0.012060816,-0.110552479,-0.009233377
410,696,harrys,0.003440613,0.003440613,-0.029796188,-0.147633734,-0.002196902,-0.042127947,-0.028574861,-0.150452513,-0.011845752
411,618,tmc,0.003450785,0.003450784,-0.049173174,-0.08982499,-0.049512555,-0.035248426,-0.035003505,-0.09975239,-0.064056594
412,353,lca,0.00367669,0.00367669,-0.000271546,-0.060688011,0.001896598,-0.030934225,-0.004540142,0.036024803,0.107698287
413,714,epic,0.003699748,0.003699748,-0.075853856,-0.141736514,-0.129788287,-0.112275634,-0.138499519,-0.139407039,-0.109990054
414,1343,bullard,0.00385735,0.003857349,0.017312373,-0.227448021,-0.084237948,-0.0647632,0.020137555,-0.204422072,-0.048199255
415,263,marsico,0.003991422,0.003991421,0.001999437,-0.205607599,-0.108271269,-0.031069514,-0.000539731,-0.096020262,-0.017775989
416,678,springfield,0.004082355,0.004082355,-0.111219504,-0.158157604,0.021581023,-0.022009664,-0.053707775,-0.14687547,0.064501946
417,345,associates,0.004090221,0.00409022,0.000713135,-0.158990244,0.016928175,-0.058235654,-0.023446345,-0.123793294,0.035833984
418,1328,fabuloso,0.004285833,0.004285832,-0.001840779,0,0.125249786,-0.01438958,-0.041464716,-0.036363851,0.019154043
419,1326,salvo,0.004498609,0.004498609,-0.10190397,-0.150769887,-0.094977555,-0.048659917,-0.110677569,-0.139996713,-0.106531999
420,1362,keyper,0.004691613,0.004691613,0.0297943,0,0.149508327,0.061589201,0.090067013,-0.023495239,0.08096387
421,729,align,0.00491668,0.00491668,-0.07298672,-0.131412064,-0.113289575,-0.01840346,-0.082459636,-0.018511419,0.013691122
422,1386,sensormatic,0.005184482,0.005184481,0.016255724,-0.076496502,0.103997511,-0.014936632,0.035647633,-0.067785234,0.071620018
423,810,musclepharm,0.005527938,0.005527938,-0.051751667,-0.186674852,-0.140627111,-0.070749442,-0.120012512,-0.110373093,-0.031364219
424,246,ameritrade,0.005543904,0.005543904,0.004366628,-0.177637323,-0.064680975,-0.142627824,-0.093743884,-0.153421145,-0.052983824
425,679,bu,0.0055646,0.0055646,-0.15285338,-0.085324177,-0.079137204,-0.029865894,-0.102536371,-0.092936682,-0.089339544
426,304,nma,0.0059916,0.005991599,0.003492245,-0.119852303,-0.070134845,0.03360416,0.047307603,0.02325021,0.063911962
427,154,altra,0.006131186,0.006131186,0.014968948,-0.12452404,0.0007431,-0.002677604,-0.029013509,-0.080084654,-0.006170722
428,1447,oceanic,0.006175963,0.006175963,-0.022801681,-0.045492334,0.049344189,-0.037106975,-0.079854872,-0.039786,0.042641015
429,575,teknion,0.006293604,0.006293604,-0.064388893,0,0.188014008,0.014089013,-0.021683787,0.000621259,0.103910573
430,1057,piatti,0.006437855,0.006437855,-0.03619351,-0.235640847,-0.144548866,-0.069547647,-0.091011814,-0.193763778,-0.123444093
431,785,pritikin,0.006475844,0.006475844,-0.064219236,-0.153544982,-0.129092909,-0.090192631,-0.146933421,-0.238791403,-0.19302019
432,1369,northstar,0.006614413,0.006614413,0.019955187,-0.094171193,0.049145391,-0.04746689,0.023510114,-0.121834075,0.02997055
433,803,dymatize,0.006696737,0.006696737,-0.115285082,0,0.04228455,-0.048953427,-0.106945509,-0.140258674,-0.103673436
434,223,santander,0.007001882,0.007001881,0.017730852,-0.157879821,0.024881429,-0.027586249,0.002986024,-0.118623989,0.0241469
435,1393,tncs,0.007143406,0.007143406,0.018847841,-0.072405996,0.006311875,0.059420692,0.094320256,-0.102515264,0.012897675
436,296,cfra,0.007193976,0.007193975,0.005108893,-0.07506202,-0.00839871,0.033966283,0.049597967,-0.125851254,-0.048826475
437,543,printup,0.007208312,0.007208312,-0.037723097,-0.111328801,-0.014030698,-0.050743997,-0.007145732,-0.190749001,-0.105571986
438,254,fidelity,0.007389962,0.007389961,0.005497287,-0.114262528,-0.024521776,-0.024688393,0.013145365,-0.089878132,0.013712128
439,583,camcode,0.00754626,0.007546259,-0.023489566,0,0.188127701,0,-0.040201701,-0.083369502,0.014333779
440,922,vea,0.007912431,0.007912431,-0.080533996,-0.16324212,-0.109404531,0.037046075,-0.058016979,-0.105437751,-0.08155162
441,1182,abound,0.00828428,0.00828428,-0.085187887,-0.135040672,0.023146904,0.000613297,-0.080417054,-0.07390919,0.036196213
442,1403,rki,0.008558813,0.008558813,0.024513891,-0.042136065,0.076637273,0.021764264,0.064755766,-0.034288303,0.110188492
443,773,muscletech,0.008694871,0.008694871,-0.114064485,-0.174915635,-0.133734851,-0.132677691,-0.175547939,-0.140821545,-0.089059408
444,125,crocs,0.009032657,0.009032656,-0.079897513,-0.116245517,-0.044877187,0.09536532,-0.076917259,-0.013118897,0.060947601
445,675,latitude,0.009273536,0.009273535,-0.102934679,-0.053401125,0.059867654,-0.039563231,-0.062630525,-0.032795662,0.101511607
446,796,vht,0.009339396,0.009339396,-0.065552062,-0.052192755,-0.019635508,0.022730351,-0.043207119,-0.007736903,0.049085415
447,1223,agility,0.00935578,0.009355779,0.008623254,-0.157910666,-0.000774601,-0.002279664,-0.006962883,-0.038325094,0.079515285
448,525,jumpfly,0.009373268,0.009373268,-0.065849872,0,0.118987173,-0.045601179,-0.013379944,-0.178225583,-0.105413254
449,474,cbs,0.009382882,0.009382881,-0.042297616,-0.004293236,0.115586419,-0.004227532,0.016290078,-0.1094966,-0.06280462
450,547,screenvision,0.009534035,0.009534034,-0.030061317,-0.065419943,0.052749594,-0.042032959,-0.003402441,-0.051850624,0.06244657
451,751,frs,0.0095419,0.009541899,-0.071604942,-0.123370119,-0.069041514,-0.111094872,-0.141815467,-0.172937803,-0.152798089
452,890,sambazon,0.009557629,0.009557629,-0.029121815,-0.126249618,0.06057679,-0.043752441,-0.077047424,-0.066530075,0.054854016
453,539,outbrain,0.009831473,0.009831473,-0.057119531,-0.142574361,-0.047692854,-0.018612343,0.01535746,-0.103680849,-0.042153283
454,351,intech,0.009917597,0.009917597,0.006089841,-0.158923096,0.001556188,-0.072807993,-0.034912288,-0.147335536,-0.04064294
455,987,sapporo,0.009961518,0.009961518,0.044885442,-0.110891681,0.10194071,-0.006833111,0.042183689,-0.107891982,0.096693909
456,1425,manac,0.010517934,0.010517933,-0.008396104,0,0.153664271,-0.025725219,0.021714447,-0.143456364,-0.04843416
457,1308,energizer,0.010607086,0.010607085,-0.0057379,-0.074131627,-0.00111823,-0.011935467,-0.011274584,-0.050148163,0.068047282
458,806,gnc,0.010639315,0.010639315,-0.074156212,-0.029021102,-0.018552034,-0.009704862,-0.07834782,-0.092332591,-0.076120813
459,1139,org,0.010759787,0.010759786,-0.042781884,-0.076678308,-0.012271418,0.05687514,0.015917983,-0.032889828,0.024805101
460,1041,ricoh,0.010981802,0.010981801,-0.010747092,-0.081641101,0.004568592,-0.078485253,-0.081573761,-0.135671363,-0.080192476
461,836,marconi,0.011095351,0.01109535,-0.097668409,-0.184413652,-0.066101321,-0.063246732,-0.132004586,-0.164608726,-0.067773147
462,308,usaa,0.0112345,0.011234499,0.009652869,-0.17269683,-0.124951849,-0.04587254,-0.012802579,-0.06977898,-0.019206612
463,444,supermicro,0.011357999,0.011357998,-0.022158824,-0.097354474,0.022529731,-0.039946518,-0.030866456,-0.051348363,0.004903556
464,1451,silversea,0.011437868,0.011437867,-0.019963139,-0.095984535,0.030054299,0.047224434,-0.002885531,-0.009634117,0.072640921
465,416,missio,0.011441308,0.011441307,0.01092226,-0.112197026,-0.036836412,-0.053048783,-0.044272215,-0.069324329,-0.015253613
466,1089,tucanos,0.011539409,0.011539408,-0.047353491,-0.108225953,0.003086652,-0.068553077,-0.086713998,-0.086491396,-0.008187714
467,36,roka,0.011583129,0.011583128,-0.036052974,-0.092917341,-0.03546677,0.042903646,0.007962704,-0.065861585,-0.052608295
468,319,sharespost,0.011588507,0.011588507,0.008816849,-0.171969156,-0.029277242,-0.023884748,0.000166474,-0.131748585,0.010876118
469,134,impo,0.011609769,0.011609768,-0.118221963,-0.179433929,-0.008520974,0.080443647,-0.059821373,-0.061080312,0.009157484
470,441,hp,0.011619262,0.011619262,-0.040825807,-0.056197482,-0.022077109,-0.018231231,-0.013361703,-0.053874243,-0.041840051
471,407,vtel,0.011643089,0.011643089,-0.092574441,0,0.143680956,-0.029232598,-0.021154731,-0.099648429,-0.041375163
472,598,symbology,0.011719891,0.011719891,-0.017686497,-0.07857798,0.087753288,-0.045529802,-0.05641477,0.010750435,0.113505928
473,1470,syracuse,0.011745857,0.011745856,-0.004050945,-0.15601706,-0.009032942,-0.113012364,-0.10973228,-0.186157797,-0.048188812
474,1335,honeywell,0.011796616,0.011796615,0.026287783,-0.172163424,-0.017415528,-0.027349668,0.03538801,-0.108071573,0.049407124
475,1130,vexilar,0.011850808,0.011850807,0.1213841,0,0.264514222,-0.067659559,0.021001941,-0.158737986,0.000518516
476,69,dockers,0.012389795,0.012389795,-0.028607549,-0.111974471,-0.054237034,-0.126922145,-0.138761454,-0.165855135,-0.148539192
477,846,barilla,0.012406182,0.012406181,-0.055299588,-0.07943016,0.018537368,0.049008468,-0.053260042,-0.074812498,0.012967195
478,1098,bucks,0.012419908,0.012419907,0.081006869,-0.206267899,-0.073973196,-0.141991431,-0.021005315,-0.187697801,-0.03916188
479,241,itau,0.012460648,0.012460648,0.021914724,-0.146471346,-0.012984324,0.008140195,0.027540735,-0.080917559,-0.014787063
480,476,cnbc,0.012467581,0.01246758,-0.021785528,-0.168171268,-0.109933323,0.052099066,0.060476706,-0.041061234,0.044362956
481,542,postnet,0.012506613,0.012506612,-0.061476228,-0.043904108,0.0520043,0.009536078,0.036454925,-0.002738675,0.065445558
482,860,deans,0.012520302,0.012520301,-0.029580624,-0.126116319,-0.014590446,0.033208017,-0.020152603,-0.110001671,-0.010788975
483,515,ebrandz,0.012606647,0.012606647,-0.068676329,0,0.118987173,-0.065382552,-0.028221982,-0.144534157,-0.054240988
484,466,openx,0.012680527,0.012680526,-0.022664107,-0.110908694,0.010956868,-0.10628439,-0.084988375,-0.139314915,-0.047844376
485,811,natureworks,0.012828246,0.012828246,-0.087234121,-0.148627911,-0.089442883,0.116672177,0.033356898,0.003471464,0.061528474
486,772,mri,0.012984079,0.012984078,-0.094864249,-0.033398825,-0.001398616,-0.032254818,-0.08881942,-0.04690148,-0.02923087
487,343,upstart,0.013390966,0.013390965,0.008596676,-0.130350474,0.015955986,-0.03440114,0.000405905,-0.100099041,0.010128751
488,75,globus,0.013404251,0.01340425,-0.03016429,-0.040569768,0.017690537,0.030077681,-0.002544076,-0.076913978,-0.054626995
489,341,payoff,0.013419096,0.013419095,0.009621823,-0.077209679,0.037506968,-0.077301163,-0.032311872,-0.050373981,0.043739432
490,278,prudential,0.013489422,0.013489421,0.011033403,-0.102719259,0.015846041,-0.015108495,0.016713142,-0.04939673,0.067342498
491,1337,airgas,0.013751123,0.013751123,0.022820467,-0.144040212,-0.03190468,-0.11780846,-0.045045882,-0.082622628,0.006709629
492,686,rembrandt,0.013993072,0.013993071,-0.089694355,-0.18945924,-0.067365402,-0.070792342,-0.151667777,-0.192915781,-0.10121281
493,1174,microsoft,0.01413827,0.014138269,0.031265555,-0.153484286,0.020555185,-0.08983188,-0.031216542,-0.109946031,0.052761818
494,781,phosphatidylserine,0.014256055,0.014256054,-0.104499814,-0.04977368,0.008614998,0.028637794,-0.040728141,-0.048400525,0.031506114
495,931,mccafe,0.014347551,0.014347551,-0.034677555,-0.146414226,-0.052403716,0.040144142,-0.028853808,-0.171802725,-0.077815281
496,1345,canary,0.014526354,0.014526354,0.025760022,-0.090983838,0.008210822,0.040971563,0.087974777,-0.056600183,0.054549682
497,722,prosource,0.014561956,0.014561955,-0.078752719,0,0.04228455,-0.000766115,-0.065964756,-0.104965162,-0.031577302
498,1184,canidae,0.014684214,0.014684213,-0.126506273,-0.118711704,0.026417398,0.003625963,-0.074096649,-0.021764362,0.087384295
499,1094,ardent,0.014758771,0.01475877,0.085278646,-0.087182695,0.08804681,-0.003809501,0.097634008,-0.037675346,0.124945645
500,64,cromwell,0.01484592,0.014845919,-0.036282011,-0.203240238,-0.10424774,-0.109290697,-0.099359293,-0.217244665,-0.156034081
501,821,vivion,0.015024092,0.015024091,-0.012370824,-0.136898939,-0.05381712,0.004046391,-0.044386706,-0.102477083,-0.054426484
502,990,sol,0.015045875,0.015045875,0.048143023,-0.124870106,0.016588331,-0.043682827,0.015517837,-0.097248743,0.03792315
503,462,dynadot,0.015185675,0.015185674,-0.01885359,-0.154168146,0.00897828,-0.012856375,-0.008779621,-0.063038454,0.015075007
504,757,humann,0.015254297,0.015254296,-0.062890075,-0.189266637,-0.15392672,-0.022812158,-0.077239847,-0.146637107,-0.095896741
505,1327,clr,0.015280425,0.015280425,0.011619431,-0.007674236,0.069073634,-0.105970826,-0.108797729,-0.050899529,-0.032019064
506,20,huk,0.015365056,0.015365055,-0.038858084,-0.036813527,0.013701175,-0.114616162,-0.109855603,-0.114640142,-0.105620699
507,152,testoni,0.015491217,0.015491216,-0.104816439,-0.110560141,0.015830201,0.008987293,-0.113822431,-0.041893047,0.052359536
508,1025,flir,0.015510426,0.015510426,-0.007317249,-0.128455326,-0.001764185,-0.022981722,-0.033714414,-0.146589558,-0.107512873
509,429,netquote,0.015561295,0.015561294,-0.020854052,0,0.15247509,-0.025572318,-0.009566034,-0.188536761,-0.047869434
510,475,centurions,0.01569045,0.015690449,-0.017237283,-0.149819664,0.008119827,-0.100246838,-0.056558382,-0.106731853,0.036748697
511,33,quiksilver,0.015767269,0.015767268,-0.027533486,-0.143255821,-0.03643783,-0.10079303,-0.116675768,-0.124879483,-0.094209704
512,1084,salata,0.016025177,0.016025176,-0.021889893,-0.186266733,-0.087672676,0.00931882,-0.02576269,-0.051944318,0.016970602
513,520,getresponse,0.016061015,0.016061014,-0.050187237,-0.177819988,-0.026842298,-0.041256665,-0.003678378,-0.080323318,0.03618753
514,923,wasa,0.016161675,0.016161674,-0.073102199,-0.083064013,-0.046947936,0.043199294,-0.056909019,-0.075220637,-0.04999325
515,52,aftco,0.016186109,0.016186109,-0.052549117,0,0.101451787,-0.080787126,-0.087598993,-0.05562849,-0.035516702
516,561,dauphin,0.016284966,0.016284965,-0.047308635,-0.140455067,-0.027408495,-0.034356879,-0.06465126,-0.123422202,-0.025766105
517,1275,igloo,0.01638032,0.016380319,-0.115119681,-0.108420352,-0.027429661,-0.058792766,-0.158903181,-0.067243461,-0.015916829
518,1103,daiichi,0.016543037,0.016543036,0.078259424,-0.056124853,0.112898619,0.000789026,0.088529404,-0.070046584,0.085686707
519,7,boathouse,0.016714731,0.01671473,-0.026766008,-0.060247345,0.020420819,0.007914694,-0.019903384,-0.056860411,-0.02283301
520,952,barcel,0.016757503,0.016757502,-0.013465181,-0.216894816,-0.01085053,-0.052917899,-0.059537829,-0.123150086,0.011372192
521,1380,rockwool,0.016888139,0.016888138,0.027595447,-0.174438649,-0.001412222,-0.059201801,0.001755719,-0.108896039,0.009767095
522,1397,vivint,0.016920316,0.016920315,0.033304895,-0.075680503,0.030458267,-0.035720503,0.019361498,-0.114557652,-0.033863007
523,38,saucony,0.017019527,0.017019526,-0.024550172,-0.150035678,-0.057991601,0.040350179,0.013601867,-0.029334276,-0.007420823
524,1351,edwards,0.0171096,0.017109599,0.030057959,-0.234748556,-0.08501738,-0.105495982,-0.012403484,-0.203706737,-0.044323568
525,220,jcb,0.01765046,0.017650459,0.027433511,-0.049039692,0.092057185,-0.044584201,-0.0145169,-0.046498264,0.002202435
526,378,hughesnet,0.017784688,0.017784687,-0.035303669,-0.200175792,-0.077946435,0.00330451,0.004089136,-0.147450638,-0.064885677
527,364,bendbroadband,0.017815555,0.017815554,-0.061902444,0,0.143680956,0.038184812,0.031380802,-0.044762677,0.079731636
528,391,powersearch,0.01791784,0.017917839,-0.075801825,0,0.143680956,0.011594596,0.010364495,-0.081845857,0.040620714
529,1434,fahrenheit,0.017969185,0.017969184,0.042369976,-0.122221634,0.019745893,0.011089242,0.072878124,-0.075885845,0.053213737
530,361,alcatel,0.01853253,0.018532529,-0.042003154,-0.171251876,-0.085291553,-0.018419233,-0.013992361,-0.014795783,0.056525952
531,208,rocklands,0.018938973,0.018938972,-0.000178224,-0.145518071,0.004143749,-0.041200265,-0.055232239,-0.141529539,-0.038224281
532,215,citi,0.018940116,0.018940116,0.030434996,-0.118183231,-0.019463025,-0.097519307,-0.054683518,-0.079814496,-0.006063299
533,403,utopia,0.018999701,0.0189997,-0.052257655,-0.152459377,-0.069502797,-0.002479836,-0.000242208,-0.105214444,-0.026274162
534,1315,brawny,0.019052412,0.019052411,-0.034983999,-0.123265398,-0.020745966,-0.069088768,-0.084365056,-0.068511434,0.017157902
535,78,haggar,0.019074688,0.019074687,-0.032690904,-0.188287405,-0.121037155,-0.064854451,-0.080331528,-0.119782135,-0.100452116
536,885,fritz,0.019090746,0.019090745,-0.03551977,-0.242466963,-0.116635353,-0.081143587,-0.108848425,-0.204467683,-0.078580725
537,693,braun,0.019122204,0.019122203,-0.01705193,-0.215153781,-0.103690071,-0.054804699,-0.043546861,-0.226486525,-0.095438327
538,266,oppenheimerfunds,0.019192005,0.019192004,0.018181568,-0.126843438,0.045386969,-0.046389023,-0.014262106,-0.134066716,0.044343013
539,1458,umbria,0.019284143,0.019284142,0.000697419,-0.060984568,0.031010289,0.061828253,0.043880627,-0.043181732,0.025906334
540,1439,atlantis,0.019325232,0.019325231,-0.01229014,-0.119490941,0.003623332,0.01630825,-0.040974681,-0.115236647,-0.003070965
541,835,goya,0.019535665,0.019535664,-0.085564242,-0.136762811,-0.07027085,0.023691205,-0.075483921,-0.150193265,-0.102142203
542,279,collegechoice,0.019647178,0.019647177,0.015230655,0,0.139806031,0,0.044588779,-0.13616386,0.044614771
543,1185,freshpet,0.019659068,0.019659067,-0.134786499,-0.148482324,0.057234802,-0.052957977,-0.11832343,-0.030420158,0.095418944
544,264,morningstar,0.019771574,0.019771573,0.018115969,-0.082022003,0.035659194,0.001275835,0.029780301,-0.040851753,0.078332318
545,453,oki,0.019782524,0.019782523,-0.055895602,-0.102637294,-0.051221069,-0.003065272,0.01905433,-0.148078624,-0.112932749
546,243,aberdeen,0.019810011,0.01981001,0.015835563,-0.151309528,-0.052765451,-0.067860673,-0.024117526,-0.104206069,-0.002403698
547,1177,slingo,0.020119491,0.02011949,0.032186063,-0.123969889,0.01868406,0.036963645,0.080528819,0.000256573,0.093541712
548,359,comcast,0.020123841,0.02012384,-0.041576726,-0.154785444,-0.076218512,-0.051109729,-0.051577449,-0.098608587,-0.023319172
549,1138,northwave,0.020171236,0.020171235,-0.06161925,0,0.151937689,0.034769319,0.012189808,-0.021560575,0.090846834
550,1006,badger,0.020226783,0.020226782,0.053794198,-0.154809987,0.078840154,-0.064475398,0.00916554,-0.119270485,0.093957942
551,1313,tenergy,0.020442031,0.02044203,-0.00557068,0,0.099464072,-0.058068653,-0.052320304,-0.136222352,-0.055768119
552,1332,kidde,0.020494881,0.02049488,0.033409097,-0.166010394,-0.057483503,-0.041057745,0.014943277,-0.101913167,-0.02370883
553,766,kura,0.02073397,0.020733969,-0.051970017,-0.109300462,-0.093865166,-0.004262577,-0.064954109,-0.094501565,-0.06960487
554,585,diagraph,0.021042464,0.021042463,-0.019707214,0,0.188127701,-0.035271521,-0.048455393,-0.099270113,0.031653916
555,229,speedway,0.021070278,0.021070277,0.028596004,-0.165047212,-0.009499178,-0.09936269,-0.054033617,-0.128045697,0.007054402
556,454,panasonic,0.021247561,0.02124756,-0.055720488,-0.150029644,-0.037333962,-0.055380197,-0.031998996,-0.116002703,0.01218036
557,884,carvel,0.021502916,0.021502915,-0.02033252,-0.174345848,-0.029019185,0.039230961,-0.010732592,-0.119486261,-0.018459245
